ID_NR_Corporate_Body,Name_Corporate_Body,Name_Corporate_Bod_Alias,Attribute_Byline_Description,Ort,Geodaten,Ablageort_STS,Kanton,Land,Webadresse,Adresse,Verband,Status,Eckdaten_nicht_STS,fruehere_Namen,spaetere_Namen,Dokumente_VP_V,Dokumente_VP_G,Dokumente_PA_V,Dokumente_PA_G
AC_40171,Baseldytschi Bihni,,,Basel,,"Basel <nicht ZSV> <siehe auch unter Basel: Lohnhof, Theater im Lohnhof>",BS,CH,www.baseldytschibihni.ch,,RVNWS,a,1925-,"Kellertheater Leonhardstrasse unter: Baseldytschi Bihni), Dramatische Gesellschaft Basel",,,,1 C                  1 C,1970-(2007) und           1997 / 2001
AC_40172,Basler Bühne der Hörspielgruppe Basel,,,Basel,,Basel <nicht ZSV>,BS,CH,x,,x,na,?,,,,,1 C,1937 / 1938
AC_40173,Basler Kindertheater,,,Basel,,Basel <nicht ZSV> ,BS,CH,www.baslerkindertheater.ch,,x,a,1970-,,,,,1 S,1970-
AC_40174,Basler Lehrertheater,Basler Lehrerinnen- und Lehrertheater; BLTh,,Basel,,Basel,BS,CH,www.baslerlehrertheater.ch,,x,a,1983-,"LehrerInnen-Theater des Basler Holbein-Gymnasiums, Lehrerinnen und Lehrertheater Holbein",,,,,
AC_40175,Basler Seniorentheater,Seniorentheater Basel,,Basel,,Basel und auch unter Basel: Verein Basler Seniorentheater,BS,CH,x,,x,a,(noch existent?),,,,,x,x
AC_40176,Bühnen-Studio Basel,Bühnenstudio Basel,,Basel,,Basel <nicht ZSV>,BS,CH,x,,x,na,?,,,,,1 C,1951-1955
AC_40177,Die Scheinwerfer,,,Basel,,Basel <nicht ZSV>,BS,CH,x,,x,na,?,,,,,1 R <Sammelcouvert>,(1983)-(1983)
AC_40178,<Theatergruppe Englisches Seminar Basel>,,,Basel,,Basel <nicht ZSV>  <siehe auch Basel: Gay Beggars Drama Group> ,BS,CH,https://engsem.unibas.ch,,x,a,?,,,,,1 C,1997 / 2001 / 2005 / 2012
AC_40179,English-Swiss Theatre Group,,,Basel,,Basel <nicht ZSV>,BS,CH,x,,x,na,?,,,,,1 C,1954 / 1958
AC_40180,Fremd?!,,Transkulturelles Theater- und Bildungsprojekt,Basel,,Basel <nicht ZSV>,BS,CH,x,,x,a,2011-,,,,,1 C ,2011 / 2012 / (2013)
AC_40181,Gay Beggars Drama Group,Theatergruppe des Englischen Seminars der Universität Basel,,Basel,,Basel <nicht ZSV> <siehe auch: Englisches Seminar Basel>,BS,CH,www.gaybeggars.ch,,x,a,1940-er-,,,,,1 C,1972-(2007)
AC_40182,hark! (Chor),,,Basel,,Basel <nicht ZSV>,BS,CH,x,,x,a,?,,,,,1 C,2005-(2007)
AC_40183,Junges M,,inkl. Verein Sprachhaus M ; Jugendtheater,Basel,,Basel <nicht ZSV>,BS,CH,www.sprachhaus.ch/Jugend_Jugendtheater.html,,x,a,?,,,,,x,x
AC_40184,<Theatergruppe Jungmannschaft St. Joseph>,,,Basel,,Basel: Jungmannschaft St. Joseph,BS,CH,x,,x,na,1956,,,,,,
AC_40185,<Theatergruppe Kaufmännischer Verein KV Basel>,,,Basel,,Basel: Kaufmännischer Verein KV Basel <nicht ZSV>,BS,CH,www.kvbasel.ch,,x,a,?,,,,,1 C,1945-1969 / 1995 / 1998 / 2003
AC_40186,La Nuova Generazione di Basilea,,,Basel,,Basel <nicht ZSV>,BS,CH,www.lanuovagenerazione.ch,,x,a,1979-,,,,,1 R <Sammelcouvert>,(2015)-
AC_40187,Les Arts Scéniques,,,Basel,,Basel <nicht ZSV>,BS,CH,www.lesartssceniques.ch,,x,a,?,,,,,x,x
AC_40188,Mobile Basel <Verein>,,,Basel,,Basel <nicht ZSV>,BS,CH,x,,x,a,?,,,,,1 C,2015-
AC_40189,Musikschule Basel,Musikakademie Basel,,Basel,,Basel <nicht ZSV>,BS,CH,www.musikschule-basel.ch,,x,a,1867-,,,,,1 C,1988 / 1992 / 2007
AC_40190,Painting the Roses Red,,,Basel,,Basel <nicht ZSV>,BS,CH,x,,x,a,2014-,,,,,1 C,(2015)-
AC_40191,Papptheater,,Studentengruppe des deutschen Seminars der Universität Basel,Basel,,Basel,BS,CH,x,,x,na,?,,,,,1 C,1974 / 1980-1984
AC_40192,Quodlibet,,Verein,Basel,,Basel <nicht ZSV>,BS,CH,x,,x,na,1904-1947,,,,,1 C,1904-1947
AC_40193,Rollschuh-Sport Basel,,inkl. Rollsporthalle Basel,Basel,,Basel <nicht ZSV>,BS,CH,x,,x,na,?,,,,,1 C,1991 / 1992 / 1993 / 2002 / 2006
AC_40194,Sapperlot,,,Basel,,Basel <nicht ZSV>,BS,CH,x,,x,na,1981-1982,,,,,1 C,1981 / 1982
AC_40195,<Schultheater Bäumlihof und Holbein Gymnasium>,,,Basel,,Basel: Schultheater <nicht ZSV>,BS,CH,www.gbbasel.ch und www.gymnasium-leonhard.ch,,x,na,?,,Leonhard Gymnasium,,,1 C,1978 / 1984 / 1988 / 1989 / 1990 / 1993 / 1994 / 1995 / 2005 / 2007 / 2012
AC_40196,<Schultheater Berufsfachschule BFS Basel>,,ehem. Frauenarbeitsschule,Basel,,Basel: Schultheater  <nicht ZSV>,BS,CH,www.bfsbs.ch,,x,a,?,,,,,1 C,1954 / 1973 / 2014
AC_40197,<Schultheater Diplommittelschule DMS Basel>,,,Basel,,Basel: Schultheater  <nicht ZSV>,BS,CH,www.dmsbasel.ch und www.fmsbasel.ch,,x,a,?,,Fachmaturitätsschule Basel,,,1 C,1977 / 1982 / 1988 / 2000 / 2003 /2005
AC_40198,<Schultheater Freies Gymnasium Basel>,,,Basel,,Basel: Schultheater  <nicht ZSV>,BS,CH,www.fg-basel.ch,,x,a,?,,,,,1 C,1992 / 1993
AC_40199,<Schultheater Gymnasium am Kohlenberg>,,,Basel,,Basel: Schultheater <nicht ZSV>,BS,CH,x,,x,na,?,,,,,1 R <Sammelcouvert>,2001
AC_40200,<Schultheater Gymnasium am Münsterplatz>,,,Basel,,Basel: Schultheater <nicht ZSV>,BS,CH,www.gmbasel.ch,,x,na,?,,,,,2 R <Sammelcouvert>,2005 / 2008
AC_40201,<Schultheater Gymnasium Kirschgarten>,,,Basel,,Basel: Schultheater <nicht ZSV> ,BS,CH,www.gkgbs.ch,,x,a,?,,,,,2 R <Sammelcouvert>,2002 / 2013
AC_40202,<Schultheater Gymnasium Leonhard>,,,Basel,,Basel: Schultheater  <nicht ZSV>,BS,CH,www.gymnasium-leonhard.ch,,x,a,?,,,,,1 C,2001 / 2005 / 2006 / 2008
AC_40203,<Schultheater Gymnasium ???>,,Gioia Widmer und Tanja Schmid,Basel,,Basel: Schultheater <nicht ZSV> ,BS,CH,x,,x,na,?,,,,,1 R <Sammelcouvert>,2006
AC_40204,<Schultheater Hirsbrunnen-Schulhaus>,,Integrationsklasse,Basel,,Basel: Schultheater <nicht ZSV> ,BS,CH,x,,x,a,?,,,,,1 R <Sammelcouvert>,2011
AC_40205,<Schultheater Humanistisches Gymnasium Basel>,,,Basel,,Basel: Schultheater  <nicht ZSV>,BS,CH,x,,x,a,?,,,,,1 C,1969 / 1970 / 1973 / 1983 / 1989
AC_40206,<Schultheater Mädchenrealschule Steinen>,,,Basel,,Basel: Schultheater <nicht ZSV> ,BS,CH,x,,x,na,?,,,,,2 R <Sammelcouvert>,1941
AC_40207,<Schultheater Mathematisch-Naturwissenschaftliches Gymnasium Basel>,,,Basel,,Basel: Schultheater  <nicht ZSV>,BS,CH,x,,x,na,?,,Gymnasium Kirschgarten,,,1 C,1970 / 1974
AC_40208,<Schultheater Mädchen-Gymnasium Basel>,,,Basel,,Basel: Schultheater  <nicht ZSV>,BS,CH,x,,x,a,(noch existent?),,,,,1 C,1970
AC_40209,<Schultheater Orientierungsschule Dreirosen>,,,Basel,,Basel: Schultheater <nicht ZSV> ,BS,CH,x,,x,a,?,,,,,1 R <Sammelcouvert>,2006
AC_40210,<Schultheater Realgymnasium Basel>,,,Basel,,Basel: Schultheater  <nicht ZSV>,BS,CH,x,,x,na,?,,Gymnasium Kirschgarten,,,1 C,1972 / 1989 / 1994
AC_40211,<Schultheater Saalbau Breite>,,,Basel,,Basel: Schultheater <nicht ZSV> ,BS,CH,x,,x,na,?,,,,,1 R <Sammelcouvert>,1954
AC_40212,Semi-Circle Theater Group.,The Semicercle,Basel’s English Language Drama Group,Basel (Aesch),,Basel <nicht ZSV>,BS,CH,www.semi-circle.ch,,x,a,1975-,,,,,1 C,(198)2 / 1989-(2007)
AC_40213,Société Romande de Bâle,,,Basel,,Basel <nicht ZSV>,BS,CH,x,,x,na,1954-1956,,,,,1 C,1954-1956
AC_40214,<Theatergruppe Sozialpädagogischer Dienst Basel>,,,Basel,,Basel: Sozialpädagogischer Dienst Basel <nicht ZSV>,BS,CH,x,,x,a,(noch existent?),,,,,1 C,"1974, 1979, 1982"
AC_40215,Stadtrundgang Basel,,inkl. Frauenstadtrundgang Basel,Basel,,Basel <nicht ZSV>,BS,CH,x,,x,na,?,,,,,1 C,2007-(2010)
AC_40216,Studententheater Basel,,,Basel,,Basel: Studentenschaft <nicht ZSV>,BS,CH,x,,x,a,x,,,,,2 S,1904-(1988)
AC_40217,Theater ohne Grenzen,,,Basel,,Basel <nicht ZSV>,BS,CH,x,,x,na,?,,,,,1 C,1982-(1987)
AC_40218,Theater Passepartout,,,Basel,,Reinach BL <nicht ZSV>,BL,CH,www.theater-passepartout.ch,,x,a,1987-,,,,,x,x
AC_40219,Theater-Gruppe-BVB,Theatergruppe BVB; BVB-Theatergruppe,,Basel,,Basel <nicht ZSV>,BS,CH,,,x,a,?,,,,,1 C,1989 / 1990
AC_40220,Theater Marcassin,,,Basel,,Basel: Theater Marcassin <nicht ZSV>,BS,CH,x,,x,a,?,,,,,x,x
AC_40221,Theatergruppe Gegenlicht,,,Basel,,Basel,BS,CH,,,x,a,,,,,,,
AC_40222,Theatergruppe Jakobsberg,,,Basel?,,Basel <nicht ZSV>,BS,CH,x,,x,na,1968-?,,,,,1 C,1968-(1983)
AC_40223,Theatergruppe Kontrast Basel,,,Basel,,Basel,BS,CH,,,RVNWS,a,1940er- bzw. 1990-,,,,,,
AC_40224,Teatrino,,"Kindertheater, Grün 80",Basel,,Basel <nicht ZSV>,BS,CH,x,,x,na,1979-1981,,,,,1 C,1979-1981
AC_40225,Troupe „Coincidence“,,,Basel,,Basel <nicht ZSV>,BS,CH,www.coincidence.ch,,FSSTA,a,2008-,,,,,x,x
AC_40226,Teatro Primo Sole,,,Basel,,Basel: Teatro Primo Sole <nicht ZSV>,BS,CH,www.teatroprimosole.ch,,x,a,1989-,,,,,1 C,(2015)-
AC_40227,Uni Theater Basel,,,Basel,,?,BS,CH,www.unitheater.ch,,x,a,2013-,,,,,x,x
AC_40228,Uni-Theatergruppe,UTG,,Basel,,Basel <nicht ZSV>,BS,CH,x,,x,na,?,,,,,x,x
AC_40229,Wechselstrom,,Theatergruppe Kinder und Betagte,Basel,,Basel <nicht ZSV>,BS,CH,x,,x,na,2005-?,,,,,1 C,2005-(2008)
AC_40230,Zeitgeist,,,Basel,,Basel <nicht ZSV>,BS,CH,x,,x,na,?,,,,,1 C,2001 / 2002
AC_40231,<Theatergruppe Zofinger Basel,<Theatergruppe Zofingia Basel>,,Basel,,Basel: Zofinger Basel <nicht ZSV>,BS,CH,www.zofingia-basel.ch,,x,a,?,,,,,1 C,(1979)-
AC_40232,Le Mim’osa,,,Basse-Nendaz,,Basse-Nendaz <nicht ZSV>,VS,CH,www.mimosa-nendaz.ch,,FSSTA,a,1991-,,,,,x,x
AC_40233,NiNA-Theater,,,Bätterkinden,,"Bätterkinden <eigentlich professionelles Theater, STS als Amateurtheater in der Ablage>",BE,CH,www.nina-theater.ch,,x,a,?,,,,,,
AC_40234,Groupe Théâtral de Baulmes,,,Baulmes,,Baulmes <nicht ZSV>,VD,CH,x,,FSSTA,a,?,,,,,x,x
AC_40235,Theatergruppe Bazenheid,,,Bazenheid,,Bazenheid,SG,CH,www.tgb-bazenheid.ch,,x,a,1977-,,,,,,
AC_40236,Theatergruppe des Turnvereins Beatenberg,,,Beatenberg,,Beatenberg,BE,CH,x,,x,a,?,,,,,,
AC_40237,La Claque,,,Begnins,,Begnins <nicht ZSV>,VD,CH,www.laclaquebegnins.ch,,FSSTA,a,1983-,,,,,1 R <Sammelcouvert>,(1991)-
AC_40238,Troupe de Serreaux-Dessus,,,Begnins,,Begnins <nicht ZSV>,VD,CH,www.theatre-begnins.ch/,,FSSTA,a,?,,,,,1 R <Sammelcouvert>,(1987)-
AC_40239,<Theatergruppe Männerchor Beinwil>,,,Beinwil,,Beinwil: Männerchor Beinwil,AG,CH,www.maennerchor-beinwil.ch,,x,a,?,,,,,,
AC_40240,Theater Farfalla,Kinder- und Jugendtheater Farfalla,,Boniswil ,,Beinwil am See <nicht ZSV>,AG,CH,x,,x,a,?,,,,,1 R <Sammelcouvert>,(2006)-
AC_40241,Theatergesellschaft Beinwil,,,Beinwil,,Beinwil,AG,CH,www.theatergesellschaft.ch,,x,a,1864-,,,,,,
AC_40242,Turbenbühne Bellach,TUB,,Bellach,,Bellach,SO,CH,https://turbenbuehne-bellach.jimdo.com,,RVNWS,a,1995-,,,,,,
AC_40243,Filodrammatica Alba,Teatro Alba,,Bellinzona,,Bellinzona <nicht ZSV>,TI,CH,x,,FFSI,na,?,,,,,x,x
AC_40244,Gruppo Teatro bellinzonese,,,Bellinzona,,Bellinzona <nicht ZSV>,TI,CH,x,,x,a,?,,,,,4 R <Sammelcouvert>,(1982)-(1985)
AC_40245,<Gruppo teatrale Liceo di Bellinzona>,,,Bellinzona,,Bellinzona: Liceo di Bellinzona <nicht ZSV>,TI,CH,www.liceobellinzona.ti.ch,,x,a,?,,,,,7 R <Sammelcouvert>,"(1983), 1985, 1987, 1990,1991"
AC_40246,Piccolo Teatro della Turrita,,,Bellinzona,,Bellinzona <nicht ZSV>,TI,CH,x,,x,na,?,,,,,x,x
AC_40247,TeenActors,,,Bellinzona,,Bellinzona <nicht ZSV>,TI,CH,x,,FFSI,a,?,,,,,x,x
AC_40248,Titeatrobliquo,,,Bellinzona,,Bellinzona <nicht ZSV>,TI,CH,x,,FFSI,a,?,,,,,x,x
AC_40249,Teatro insieme,,,Bellinzona,,Bellinzona <nicht ZSV>,TI,CH,x,,x,na,?,,,,,4 R <Sammelcouvert>,(1983)-(1988)
AC_40250,Theaterverein Bellwald,,,Bellwald,,Bellwald,VS,CH,x,,RZV,a,?,,,,,,
AC_40251,La Grappe,,,Belmont-sur-Lausanne,,Belmont-sur-Lausanne <nicht ZSV>,VD,CH,x,,FSSTA,a,?,,,,,2 R <Sammelcouvert>,(1999)-
AC_40252,Freilicht Campagne Oberried,,,Belp,,Belp,BE,CH,x,,x,a,(noch existent?),,,,,,
AC_40253,<Theatergruppe Gemischter Chor Belp>,,,Belp,,Belp: Gemischter Chor Belp,BE,CH,www.belperchor.ch,,x,a,?,,,,,,
AC_40254,Gürbetaler Volksbühne,GVB; Volksbühne Belp; Theater Belp,,Belp,,Belp,BE,CH,www.theaterbelp.ch,,Amathea,a,1984-,,,,,,
AC_40255,<Theatergruppe Handharmonikaclub Belp>,,,Belp,,Belp: Handharmonikaclub Belp,BE,CH,x,,x,a,?,,,,,,
AC_40256,Musikgesellschaft Belp,,,Belp,,Belp,BE,CH,https://musigbelp.ch,,x,a,?,,,,,,
AC_40257,Seniorentheater Belp,,,Belp,,Belp,BE,CH,x,,x,a,?,,,,,,
AC_40258,Theaterverlag Belp,Theater im Pfarrhausgarten,,Belp,,Belp,BE,CH,www.theaterverlage.ch,,x,a,?,,,,,,
AC_40259,<Theatergruppe Trachtengruppe Belp und Umgebung>,,,Belp,,Belp: Trachtengruppe Belp und Umgebung,BE,CH,x,,Amathea,a,?,,,,,,
AC_40260,<Theatergruppe Jugendgruppe Bennau>,,,Bennau,,Bennau: Jugendgruppe Bennau,SZ,CH,x,,RZV,a,(noch existent?),,,,,,
AC_40261,Theatergesellschaft Bennau,,,Bennau,,Bennau,SZ,CH,x,,x,na,?,,,,,,
AC_40262,Theaterlüt vo Bennau,,,Bennau,,Bennau,SZ,CH,www.theater-bennau.ch,,RZV,a,?,,,,,,
AC_40263,Theatergruppe Bergmeilen,,,Meilen (Bergmeilen),,Meilen,ZH,CH,www.theater-bergmeilen.ch,,RVA,a,?- bzw. 1988-,,,,,,
AC_40264,Freilichtspiel Bergün,,1988,Bergün,,Bergün,GR,CH,,,x,na,?,,,,,,
AC_40265,<Theatergruppe Jungmannschaft Bergün>,,,Bergün,,Bergün,GR,CH,x,,BVV,a,?,,,,,,
AC_40266,<Theatergruppe Bezirksschule Berikon>,,,Berikon,,Berikon: Bezirksschule Berikon <nicht ZSV>,AG,CH,x,,x,a,?,,,,,4 R <Sammelcouvert>,(2005)-
AC_40267,Theatergruppe des Kulturvereins Berikon,,,Berikon,,Berikon,AG,CH,x,,x,a,?,,,,,,
AC_40268,Theatergruppe Beringen,,,Beringen,,Beringen,SH,CH,x,,VOV,a,?,,,,,,
AC_40269,Aarebühni Bärn-Wichtrach,,,Bern,,Bern,BE,CH,x,,x,,?,Theatergruppe Bärnerlüt,,,,,
AC_40270,Aarethéâtre,,,Zollikofen,,Bern <nicht ZSV>,BE,CH,www.aaretheatre.ch,,x,a,?,,,,,1 R <Sammelcouvert>,(2015)-(2015)
AC_40271,"Ad hoc Theatergruppe ""Gäste""",,,Bern,,Bern,BE,CH,x,,x,a,?,,,,,,
AC_40272,Akademische Bühne der Universität Bern,,,Bern,,Bern: Studententheater <Sammelcouvert> <nicht ZSV>,BE,CH,x,,x,na,?,,,,,x,x
AC_40273,Alex Truffer Eigenproduktionen,,,Bern,,Bern,BE,CH,x,,x,a,?,,,,,,
AC_40274,Amarok,,Fraktion Berner StudentInnen Theater,Bern,,Bern <nicht ZSV>,BE,CH,x,,x,na,?,,,,,1 C,"1996, 1998, 2000"
AC_40275,Bärner Dialäktbühni,,,Bern,,Bern <nicht ZSV>,BE,CH,x,,x,na,?,,,,,1 C,1956
AC_40276,Berner Freilicht Theater,,,Bern,,Bern,BE,CH,x,,x,a,?,,,,,,
AC_40277,Berner Heimatschutz Theater,,,Bern,,Bern,BE,CH,x,,x,na,1915-2007,,,,,,
AC_40278,Berner-Jugend-Bühne,Berner Jugendbühne,,Bern,,Bern <nicht ZSV>,BE,CH,x,,x,na,?,,,,,1 C,1956
AC_40279,Berner Liebhaberbühne,,,Bern,,Bern,BE,CH,www.blb-bern.ch,,Amathea,a,1958-,Mercuria Nova,,,,,
AC_40280,<Theatergruppe Berner Männerchor>,,,Bern,,Bern: Berner Männerchor,BE,CH,x,,x,na,1928,,,,,,
AC_40281,Berner Seniorentheater,,,Bern,,Bern,BE,CH,x,,x,a,?,,,,,,
AC_40282,Berner Sommertheater,,,Bern,,Bern,BE,CH,,,Amathea,a,,,,,,,
AC_40283,Berner Studentenbühne,,,Bern,,Bern: Studententheater <Sammelcouvert> <nicht ZSV>,BE,CH,x,,x,na,?,,,,,x,x
AC_40284,Berner TheaterCompanie ,Berner Theater Companie,,Bern,,Bern,BE,CH,x,,ZSV,a,1990-,,,,,,
AC_40285,BeST,Berner StudentInnen Theater; Berner Studententheater,inkl. BestOff ; BESTival,Bern,,Bern: Berner Studententheater <nicht ZSV>,BE,CH,www.bestheater.ch,,x,a,1992-,,,,,1 C,1992-
AC_40286,Bubenbergbühne,,,Bern,,Bern <siehe auch Bern nicht ZSV> <bereinigen>,BE,CH,x,,x,na,1951,,,,,1 C,(1950)-1951
AC_40287,Bühnen-Studio Bern,,,Bern,,Bern <nicht ZSV>,Be,CH,x,,x,na,1951,,,,,1 C,1951
AC_40288,Campus Muristalden,,Theatergruppe,Bern,,Bern <nicht ZSV>,BE,CH,www.muristalden.ch,,x,a,?,,,,,x,x
AC_40289,Chäller-Kumedi,,,Bern,,Bern (unter: Theater am Zytglogge),BE,CH,www.zytgloggetheater.ch/chaeller-kumedi/startseite/,,BVGT,a,?,,,,,,
AC_40290,Christliche Bühne Bern,,,Bern,,Bern <nicht ZSV>,BE,CH,x,,x,na,?,,,,,1 C,1969
AC_40291,Clemens B. Projekt,,Rockoper 1987,Bern,,Bern <nicht ZSV>,Be,CH,x,,x,na,1987,,,,,1 C,1987
AC_40292,Commedianti folli,,,Bern,,Bern,BE,CH,x,,BVGT,a,(noch existent?),,,,,,
AC_40293,EnggISTheater,,,Bern,,Bern,BE,CH,x,,x,a,(noch existent?),,,,,,
AC_40294,Equipe des gants noirs,,,Bern,,Bern <nicht ZSV>,BE,CH,x,,x,na,?,,,,,1 C,"1987, 1990"
AC_40295,<Theatergruppe Fastenopfer Brot für alle Bern>,,,Bern,,Bern: Fastenopfer Brot für alle Bern <nicht ZSV>,BE,CH,x,,x,na,1992,,,,,1 C,1992
AC_40296,<Theatergruppe Freies Gymnasium Bern>,,,Bern,,Bern: Freies Gymnasium Bern <nicht ZSV>,BE,CH,www.fgb.ch,,x,a,?,,,,,1 C,"1946, 1956, 1976-"
AC_40297,Freie Schweizer Zeitbühne,,,Bern,,Bern <nicht ZSV>,BE,CH,x,,x,na,?,,,,,1 C,1946
AC_40298,Freilicht Botanischer Garten,,,Bern,,Bern,BE,CH,x,,x,a,?,,,,,,
AC_40299,Freilicht Schloss Holligen,Festival Schloss Holligen,,Bern,,Bern,BE,CH,x,,x,a,?,,,,,,
AC_40300,füfvorzwöufi theater,,,Bern,,Bern <nicht ZSV>,BE,CH,x,,x,na,1974-1976,,,,,x,x
AC_40301,Gelati & Co.,,Jugendtheatergruppe,Bern,,Bern <nicht ZSV>,BE,CH,x,,x,na,?,?,,,,1 C,(1983)-(1987)
AC_40302,<Theatergruppe Gemischter Chor Weissenbühl>,,,Bern,,Bern: Gemischter Chor Weissenbühl,BE,CH,x,,x,na,"1976, 1977",,,,,,
AC_40303,Guignolo-Theaterproduktion,,,Bern,,Bern,BE,CH,www.guignolo.ch,,x,a,?,,,,,,
AC_40304,Gurten Kinderbühne,,,Bern,,Bern <nicht ZSV>,BE,CH,x,,x,na,?,,,,,1 C,"1958, 1972, 1973, 1976"
AC_40305,<Theatergruppe Gymnasium Kirchenfeld>,,,Bern,,Bern: Gymnasium Kirchenfeld <nicht ZSV>,BE,CH,www.gymkirchenfeld.ch,,x,a,?,,,,,1 C,"1966, 1971, 1976, 1979, 1981-"
AC_40306,<Theatergruppe Gymnasium Lebermatt>,,,Bern,,Bern: Gymnasium Lebermatt <nicht ZSV>,BE,CH,www.lerbermatt.ch,,x,a,?,,,,,1 C,"1985, 1989-"
AC_40307,<Theatergruppe Gymnasium Neufeld>,,,Bern,,Bern: Gymnasium Neufeld <nicht ZSV>,BE,CH,www.gymneufeld.ch,,x,a,?,,,,,1 C,"1966, 1972, 1975-1979, 1981-"
AC_40308,Instinctives Acts,,Theatergruppe des Englischen Instituts Bern,Bern,,Bern <nicht ZSV>,BE,CH,x,,x,a,?,,,,,1 C,(2001)-
AC_40309,Jugendtheaterclub Bern-West,Theaterclub Bern-West,,Bern,,Bern <nicht ZSV>,BE,CH,x,,x,a,?,,,,,1 C,(2005)-
AC_40310,Junge Bühne Bern,,,Bern,,Bern <nicht ZSV>,BE,CH,www.junge-buehne-bern.ch,,assitej,a,?,Kinder- und Jugendtheater La Cascade,,,,1 C,(2006)-
AC_40311,Junge Theaterfabrik Bern,,,Bern,,Bern,BE,CH,www.jungetheaterfabrik.ch,,x,a,2008-,,,,,,
AC_40312,Kater Lamoche,,,Bern,,Bern,BE,CH,x,,x,na,,,,,,,1992-1998
AC_40313,KLUBB-Produktion,,,Bern,,Bern,BE,CH,x,,x,na,,,,,,,1995-2002
AC_40314,Konfetti-Theatergruppe KV Bern,,,Bern,,Bern: KV-Theatergruppe Konfetti,BE,CH,x,,x,na,,,,,,,1985-1994
AC_40315,Krater-Theater,Kratertheater,,Bern,,Bern <nicht ZSV>,BE,CH,x,,x,na,1979-?,,,,,1 C,(1981)-(1985)
AC_40316,Kulturgruppe Bern,,,Bern,,Bern,BE,CH,x,,x,na,1989-1996,,,,,,
AC_40317,lart-Theaterproduktion,Livia Anne Richard-Produktionen,,Bern,,Bern,BE,CH,www.lart.ch,,x,a,?,,,,,,
AC_40318,Lemon Kuliba,Theatergruppe des Trägervereins für die Offene Jugendarbeit der Stadt Bern,,Bern,,Bern: Theatergruppe des Trägervereins für die Offene Jugendarbeit der Stadt Bern <nicht ZSV>,BE,CH,www.toj.ch,,x,a,?,,,,,1 R <Sammelcouvert>,(2007)-
AC_40319,Les Pérégrins,,,Bern,,Bern <nicht ZSV>,BE,CH,x,,x,na,?,,,,,1 R <Sammelcouvert>,(1968)-(1968)
AC_40320,liegende 8,"Theatergruppe ""Liegende 8""",,Bern,,Bern,BE,CH,www.liegende8.ch,,Amathea,a,2003-,Theatergruppe Big Buddy,,,,,
AC_40321,Los Caracoles,,Flamenco-Verein,Bern,,Bern: Los Caracoles <nicht ZSV>,Be,CH,x,,x,a,(noch existent?),?,,,,x,x
AC_40322,<Theatergruppe Männerchor Oberbottigen>,,,Bern (Bümpliz),,Bern: Männerchor Oberbottigen,BE,CH,x,,Amathea,a,?,,,,,,
AC_40323,Mercuria Nova,,,Bern,,?,BE,CH,x,,x,na,?,,Berner Liebhaberbühne,,,,
AC_40324,Metzgertheater,,,Bern,,Bern <nicht ZSV>,BE,CH,x,,x,na,?,,,,,1 C,(1980)-(1983)
AC_40325,Muusefalle,,Cabaret,Ben,,Kabarett: Bern: Diverse (nicht ZSV>,BE,CH,x,,x,na,?,,,,,2 R <Sammelcouvert>,(1954)-(1954)
AC_40326,Neue Volksbühne Bern,,,Bern,,Bern,BE,CH,x,,x,na,1956-?,,NVB,,,,
AC_40327,Novi Mimi Bern,,Pantomime,Bern,,Bern <nicht ZSV>,BE,CH,x,,x,na,?,,,,,1 C,(1985)-?
AC_40328,NUR Theater,,,Bern,,Bern,BE,CH,x,,x,na,1989-1999,,,,,,
AC_40329,NVB-Theater,,,Bern,,Bern,BE,CH,www.nvb-theater.ch,,Amathea,a,?-,Neue Volksbühne Bern,,,,,
AC_40330,Orpheus-Chor Bern,Orpheus-Ensemble,,Bern,,Bern <nicht ZSV>,BE,CH,www.orpheus.ch,,x,a,1986-,,,,,1 C,"(1988)-1990, 1997, 2005"
AC_40331,"<Theatergruppe Pfadfinderabteilung ""Schwyzerstärn"">",,,Bern,,"Bern: Pfadfinderabteilung ""Schwyzerstärn"" <nicht ZSV>",BE,CH,x,,x,na,?,,,,,1 C,"1946, 1978, 1984"
AC_40332,<Theatergruppe Polizei-Männerchor>,,,Bern,,Bern: Polizei-Männerchor,BE,CH,x,,x,na,1945,,,,,,
AC_40333,Pflegestätte für musische Künste im Sinne Rudolf Steiners,PFMK,,Bern,,Bern <nicht ZSV>,BE,CH,www.pfmk.ch,,x,a,?,,,,,x,x
AC_40334,Rhytmikstudio Friedy Wäber,,,Bern,,Bern <nicht ZSV>,BE,CH,x,,x,na,?,,,,,1 C,"1956, 1969, 1973, 1975, 1977"
AC_40335,Rossfeld Bühne Bern,,,Bern,,Bern,BE,CH,x,,x,na,"1998, 1999",,,,,,
AC_40336,<Theatergruppe Rudolf-Steiner-Schule Bern>,,,Bern,,Bern: Rudolf-Steiner-Schule oder Bern: Theater am Zytglogge) <nicht ZSV>,BE,CH,www.steinerschule-bern.ch,,x,a,?,,,,,1 C,"1965, 1973, 1974, 1976, 1977, 1978, 1995-"
AC_40337,<Theatergruppe Sängerbund Bümpliz>,,,Bern,,Bern: Sängerbund Bümpliz <nicht ZSV>,BE,CH,x,,x,na,?,,,,,2 R <Sammelcouvert>,"(2004), (2006)"
