ID_NR_Corporate_Body,Name_Corporate_Body,Name_Corporate_Bod_Alias,Attribute_Byline_Description,Ort,Geodaten,Ablageort_STS,Kanton,Land,Webadresse,Adresse,Verband,Status,Eckdaten_nicht_STS,fruehere_Namen,spaetere_Namen,Dokumente_VP_V,Dokumente_VP_G,Dokumente_PA_V,Dokumente_PA_G
AC_40709,Theater- und Cabaretbühne Gäu,,,Egerkingen,,Egerkingen,SO,CH,x,,x,a,?,,,,,,
AC_40710,<Theatergruppe Trachtengruppe Egerkingen>,,,Egerkingen,,Egerkingen: Trachtengruppe Egerkingen,SO,CH,x,,RVNWS,a,?,,,,,,
AC_40711,Theatergruppe Eggenwil,,,Eggenwil,,Eggenwil,AG,CH,x,,VAV,na,-2004,,,,,,
AC_40712,Stationentheater Eggiwil,,,Eggiwil,,Eggiwil,BE,CH,x,,x,a,(noch existent?),,,,,,
AC_40713,Dramatischer Verein Eglisau,,,Eglisau,,Eglisau,ZH,CH,x,,x,na,?,,Rhi Bühne Eglisau,,,,
AC_40714,Rhi Bühne Eglisau,,,Eglisau,,Eglisau,ZH,CH,www.rhibuehne.ch,,RVA,a,1904-,Dramatischer Verein Eglisau,,,,,
AC_40715,Theatergesellschaft Eich,,,Eich,,Eich,LU,CH,www.theatereich.ch,,RZV,a,1978?-,,,,,,
AC_40716,Fremde Vögel Einsiedeln,Theatergruppe Fremde Vögel,,Einsiedeln,,Einsiedeln,SZ,CH,x,,RZV,a,?,,,,,,
AC_40717,Gesang- und Orchesterverein,,,Einsiedeln,,Einsiedeln,SZ,CH,x,,x,na,?,,,,,,1879-1893
AC_40718,Kinder- und Jugendtheater Saperlott,,,Einsiedeln,,Einsiedeln,SZ,CH,www.chaernehus.ch,,RZV,a,2008-,,,,,,
AC_40719,Spedakel,,,Einsiedeln,,Einsiedeln <nicht ZSV>,SZ,CH,x,,x,a,,,,,,x,x
AC_40720,<Theatergruppe Stiftsschule Einsiedeln>,,,Einsiedeln,,Einsiedeln: Stiftsschule Einsiedeln <nicht ZSV>,SZ,CH,www.stiftsschule-einsiedeln.ch,,x,a,?,,,,,1 C,"(1930), 1945, 1948, 1952, 1956, 1957, 1972, 1985, 1986, 1989, 2009"
AC_40721,Theatergruppe Chärnehus,,,Einsiedeln,,Einsiedeln,SZ,CH,www.chaernehus.ch,,RZV,a,1977-,"Theatergruppe des Vereins ""Fürs Chärnehus""",,,,,
AC_40722,Welttheatergesellschaft Einsiedeln,Welttheater-Gesellschaft Einsiedeln,,Einsiedeln,,Einsiedeln: Das Grosse Welttheater <nicht ZSV>,SZ,CH,www.welttheater.ch,,RZV,a,1924-,,,,,3 S,"1924-1950, 1955, 1960, 1965, 1970, (1974), 1981, 1987, 1992, 2000, 2007"
AC_40723,Theatergruppe Samariterverein,,,Eisten,,Eisten,VS,CH,x,,x,a,?,,,,,,
AC_40724,Hard-Bühne Embrach,,,Embrach,,Embrach,ZH,CH,www.hardbuehne.ch,,x,a,1982-,,,,,,
AC_40725,Heimatbühne Emmen,,,Emmen,,Emmen,LU,CH,x,,x,na,1949-1995,,Theaterlüüt Ämme,,,,
AC_40726,Theaterlüüt Ämme,,,Emmen,,Emmen,LU,CH,www.theater-emmen.ch/,,RZV,a,1996-,Heimatbühne Emmen,,,,,
AC_40727,Esstheater Sonne,Theatergruppe Virus,,Emmenbrücke,,Emmenbrücke,LU,CH,x,,x,a,?,,,,,,
AC_40728,"Projekt ""Heimat 611""",,,Emmenbrücke,,Emmenbrücke,LU,CH,x,,x,na,?,,,,,,2006
AC_40729,Theaterspielgruppe Emmenbrücke,,,Emmenbrücke,,Emmenbrücke,LU,CH,x,,x,a,?,,,,,,
AC_40730,<Theatergruppe Gemischter Chor Emmenmatt>,,,Emmenmatt,,Emmenmatt: Gemischter Chor Emmenmatt,BE,CH,x,,BVGT,a,(noch existent?),,,,,,
AC_40731,<Theatergruppe Trachtengruppe Emmenmatt>,,,Emmenmatt,,Emmenmatt: Trachtengruppe Emmenmatt,BE,CH,x,,BVGT,a,(noch existent?),,,,,,
AC_40732,Theatergruppe Emmetten,,inkl. Jugendtheater Emmetten,Emmetten,,Emmetten,NW,CH,www.theater.emmetten.ch,,RZV,a,?,,,,,,
AC_40733,Studentenbühne Engelberg,<Theatergruppe Kollegi Engelberg>; <Theatergruppe Stiftsschule Engelberg>,,Engelberg,,Engelberg <nicht ZSV>,OW,CH,x,,x,na,?,,,,,11 R <Sammelcouvert>,"(1930), 1933, 1955, 1957, 1982, 1985, 1991, 1995"
AC_40734,Theatergruppe Engelberg,,,Engelberg,,Engelberg,OW,CH,www.tg-engelberg.ch,,RZV,a,1981-,,,,,,
AC_40735,La Boîte d’Enchois,,,Enges,,Enges <nicht ZSV>,NE,CH,x,,FSSTA,a,?,,,,,x,x
AC_40736,Weihnachtsspiel Ennetbaden,,,Ennetbaden,,Ennetbaden,AG,CH,x,,x,a,?,,,,,,
AC_40737,Theatergruppe Ennetbürgen,,,Ennetbürgen,,Ennetbürgen,LU,CH,www.theatergruppe-ennetbuergen.ch,,RZW,a,1972-,,,,,,
AC_40738,Theatergruppe Ennetmoos,,,Ennetmoos,,Ennetmoos,NW,CH,www.theater-ennetmoos.ch,,RZV,a,1951-,,,,,,
AC_40739,Bühne Amt Entlebuch,,,Entlebuch,,Entlebuch,LU,CH,www.buehne-amt-entlebuch.ch,,x,a,2000-,,,,,,
AC_40740,Theatergesellschaft Entlebuch,Operette Entlebuch,,Entlebuch,,Entlebuch,LU,CH,www.operette-entlebuch.ch,,x,a,1834-,,,,,,
AC_40741,Cie „Les Jars Noirs“,,Troupe de Théâtre d'Epalinges,Epalinges,,Epalinges <nicht ZSV>,VD,CH,http://lesjarsnoirs.ch,,FSSTA,a,?,,,,,x,x
AC_40742,Troupe Aux Chandeliers,TAC,,Ependes,,Ependes <nicht ZSV>,VD,CH,x,,FSSTA,a,?,,,,,12 R <Sammelcouvert>,(2006)-
AC_40743,Théâtre de la Dernière Minute,,,Epesses,,Epesses <nicht ZSV>,VD,CH,x,,FSSTA,a,?,,,,,x,x
AC_40744,<Theatergrupe Jodlerchörli Eriswil>,,,Eriswil,,Eriswil: Jodlerchörli Eriswil <nicht ZSV>,BE,CH,www.jodlereriswil.ch,,x,a,?,,,,,x,x
AC_40745,<Theatergruppe Männerchor Eriswil>,,,Eriswil,,Eriswil: Männerchor Eriswil,BE,CH,x,,x,a,?,,,,,,
AC_40746,Hoftheater Erlach,,,Erlach,,Erlach,BE,CH,www.hoftheater-erlach.ch,,Amathea,a,1976-,,,,,,
AC_40747,<Theatergruppe Gemischter Chor Erlenbach>,,,Erlenbach BE,,Erlenbach BE: Gemischter Chor Erlenbach,BE,CH,x,,Amathea,a,?,,,,,,
AC_40748,<Theatergruppe Jodlerklub Edelweiss Erlenbach>,,,Erlenbach BE,,Erlenbach BE: Jodlerklub Edelweiss Erlenbach,BE,CH,x,,Amathea,a,?,,,,,,
AC_40749,Theatergruppe Frauen-/Männerchor Erlenbach,Theatergruppe Männer- und Frauenchor Erlenbach,,Erlenbach BE,,Erlenbach BE,BE,CH,x,,Amathea,a,?,,,,,,
AC_40750,Trachtengruppe Erlenbach,,,Erlenbach BE,,Erlenbach BE,BE,CH,x,,Amathea,a,?,,,,,,
AC_40751,Erlibacher Volksbühne Erlenbach,,,Erlenbach ZH,,Erlenbach ZH,ZH,CH,www.erlibacher-volksbuehne.ch,,RVA,a,1962?-,,,,,,
AC_40752,EVB Junioren Erlenbach,,,Erlenbach ZH,,Erlenbach ZH,ZH,CH,www.erlibacher-volksbuehne.ch,,RVA,a,?,,,,,,
AC_40753,<Theatergruppe Männerchor Ersigen>,,,Ersigen,,Ersigen: Männerchor Ersigen,BE,CH,x,,Amathea,a,?,,,,,,
AC_40754,<Theatergruppe Trachtengruppe Erstfeld>,,,Erstfeld,,Erstfeld: Trachtengruppe Erstfeld,UR,CH,www.trachten-erstfeld.ch,,RZV,a,?,,,,,,
AC_40755,Theater Karussell,Verein Theater Karussell,,Eschen (FL),,Eschen (FL) <nicht ZSV>,,FL,https://theaterkarussell.wordpress.com,,x,a,?,,,,,3 R <Sammelcouvert>,"(2007), 2009"
AC_40756,<Theatergruppe Landjugend Seetal>,,,Eschenbach,,Eschenbach: Landjugend Seetal <nicht ZSV>,LU,CH,www.landjugend.ch/lu/seetal,,x,a,?,,,,,3 R <Sammelcouvert>,"(2002), 204"
AC_40757,Seetaler TamTam,,,Eschenbach,,Eschenbach,LU,CH,x,,RZV,a,?,,,,,,
AC_40758,Theatergesellschaft Eschenbach,Theater Eschenbach,,Eschenbach,,Eschenbach,LU,CH,x,,RZV,a,?,,,,,,
AC_40759,Freilichtspiel Escholzmatt,,,Escholzmatt,,Escholzmatt,LU,CH,x,,x,a,(noch existent?),,,,,,
AC_40760,<Theatergruppe Jodlerchörli Lehn>,,,Escholzmatt,,Escholzmatt: Jodlerchörli Lehn,LU,CH,www.jodlerchoerli-lehn.ch,,x,a,?,,,,,,
AC_40761,Landschaftstheater Escholzmatt,,,Escholzmatt,,Escholzmatt,LU,CH,x,,x,,(noch existent?),,,,,,
AC_40762,Heimatschutztheater Escholzmatt,,,Escholzmatt,,Escholzmatt,LU,CH,x,,RZV,na,?,,Theater Escholzmatt,,,,
AC_40763,Theater Escholzmatt,,,Escholzmatt,,Escholzmatt,LU,CH,www.theater-escholzmatt.ch,,RZV,a,1884?-,Heimatschutztheater Escholzmatt,,,,,
AC_40764,Théâtre du Gibloux,,,Estavayer-le-Gibloux,,Estavayer-le-Gibloux <nicht ZSV>,FR,CH,x,,FSSTA,a,?,,,,,x,x
AC_40765,L’Aire Libre,,,Estavayer-le-lac,,Estavayer-le-Lac <nicht ZSV>,FR,CH,www.airelibre.l-azimut.ch,,FSSTA,a,1988-,,,,,4 R <Sammelcouvert>,"(1998), 2002, 2006"
AC_40766,Theatergesellschaft Euthal,,,Euthal,,Euthal,SZ,CH,www.theater-euthal.ch,,RZV,a,1964-,,,,,,
AC_40767,Théâtre du Dé,,Compagnie,Evionnaz,,Evionnaz <nicht ZSV>,VS,CH,www.lede.ch,,FSSTA,a,1989-,,,,,1 C,(1987)-
AC_40768,Spielbühne 99 Weiningen-Fahrweid,Theaterverein Weiningen – Fahrweid,,Fahrweid,,Dietikon,ZH,CH,www.spielbuehne99.ch,,RVA,a,1999-,,,,,,
AC_40769,Theatergruppe Fällanden,TGF,,Fällanden,,Fällanden,ZH,CH,www.theaterfaellanden.ch,,RVA,a,1969-,,,,,,
AC_40770,Theatergruppe Fanas,,,Fanas,,Fanas,GR,CH,x,,x,a,?,,,,,,
AC_40771,Le Défaougloir,Le Dé'Faoug'loir,,Faoug,,Faoug <nicht ZSV>,FR,CH,x,,AFTA,a,?,,,,,x,x
AC_40772,Dorftheater Feldbrunnen,,,Feldbrunnen,,Feldbrunnen,SO,CH,www.theater-feldbrunnen.ch,,x,a,1992-,,,,,,
AC_40773,<Theatergruppe Gemischter Chor Feldis>,<Gruppa da Teater Chor maschado Veulden>,,Feldis/Veulden,,Feldis/Veulden: Gemischter Chor Feldis,GR,CH,x,,x,na,?,,Theatergruppe Feldis,,,,
AC_40774,Theatergruppe Feldis,TGF,,Feldis/Veulden,,Feldis/Veulden,GR,CH,x,,BVV,a,?,Gemischter Chor Feldis,,,,,
AC_40775,Ann-Ann-Theater,,,Feldmeilen,,Feldmeilen <nicht ZSV>,ZH,CH,x,,x,na,?,,,,,x,x
AC_40776,Atelier-Theater Heubühni,,,Feldmeilen,,Feldmeilen,ZH,CH,x,,x,na,?,,Atelier Theater Meilen,,,,
AC_40777,Theatergruppe Felsberg,,,Felsberg,,Felsberg,GR,CH,www.theater-felsberg.ch/,,BVV,a,?,,,,,,
AC_40778,<Theatergruppe Gemischter Chor Fendringen>,,,Fendringen,,Fendringen: Gemischter Chor Fendringen,FR,CH,x,,x,a,?,,,,,,
AC_40779,<Theatergruppe Gemischter Chor Ferenbalm>,,,Ferenbalm,,Ferenbalm: Gemischter Chor Ferenbalm,BE,CH,x,,x,a,?,,,,,,
AC_40780,Fét'les'Thères,,troupe,Fétigny,,Fétigny <nicht ZSV>,FR,CH,x,,x,a,?,,,,,x,x
AC_40781,Theatergruppe Filisur,,,Filisur,,Filisur,GR,CH,www.theatergruppe-filisur.ch,,BVV,a,1983-,,,,,,
AC_40782,Théâtre Valaisan,,,Finhaut,,Finaut <nicht ZSV>,VS,CH,x,,x,na,1933-1939,,,,,4 R <Sammelcouvert>,(1936)-(1948)
AC_40783,La Dino-Troupe,,,Finhaut,,Finhaut <nicht ZSV>,VS,CH,www.dinotroupe.ch,,FSSTA,a,1997-,,,,,1 R <Sammelcouvert>,(2003)-
AC_40784,Theatergruppe des Männerchors Finsterhennen,,,Finsterhennen,,Finsterhennen <nicht ZSV>,BE,CH,www.männerchor-finsterhennen.ch,,x,a,?,,,,,3 R <Sammelcouvert>,"(2004), 2005, 2006"
AC_40785,Theatergruppe Fischbach-Göslikon,,,Fischbach-Göslikon,,Fischbach-Göslikon,AG,CH,x,,x,a,?,,,,,,
AC_40786,Dreikönigsspiel,,Fislisbach,Fislisbach,,Fislisbach <nicht ZSV>,AG,CH,x,,x,na,?,,,,,1 R <Sammelcouvert>,(1982)-(1982)
AC_40787,Männerchor Harmonie,,Operette 1983/1984,Flawil,,Flawil <nicht ZSV>,SG,CH,x,,x,na,?,,,,,3 R <Sammelcouvert>,(1983)-(1984)
AC_40788,Musicalfieber Flawil,,Verein,Flawil,,Flawil <nicht ZSV>,SG,CH,x,,x,a,2014/15-,,,,,1 R <Sammelcouvert>,(2015)-
AC_40789,Ross & heiter,,Improtheater,Flawil,,Flawil <nicht ZSV>,SG,CH,www.rossundheiter.ch,,x,a,?,,,,,1 R <Sammelcouvert>,(2015)-
AC_40790,Theatergruppe Flims,,,Flims,,Flims,GR,CH,www.theatergruppeflims.ch,,BVV,a,1977-,,,,,,
AC_40791,Theater Trillevip,Märchenbühne Trillevip,,Flums,,Flums: Märchenbühne Trillevip <nicht ZSV>,SG,CH,www.trillevip.ch,,x,a,?,,,,,1 R <Sammelcouvert>,(2013)-
AC_40792,Theatergesellschaft Flums,,,Flums,,Flums,SG,CH,www.tgflums.ch,,VOV,a,1820-,,,,,,
AC_40793,Mirabilis,,troupe,Font,,Font <nicht ZSV>,FR,CH,x,,FSSTA,a,?,,,,,x,x
AC_40794,Théâtre Cent Façons,,,Fontenais,,Fontenais <nicht ZSV>,JU,CH,x,,x,a,?,,,,,1 R <Sammelcouvert>,"(1992), 2002, "
AC_40795,Theatergruppe FAST,TG FAST; Theatergruppe Frasnacht Arbon Stachen; Theatergruppe Frasnacht-Stachen,,Frasnacht,,Frasnacht,TG,CH,www.tgfast.ch,,VOV,a,1994-,Theatergruppe Frasnacht-Stachen,,,,,
AC_40796,Theater im Schloss,,,Fraubrunnen,,Fraubrunnen,BE,CH,x,,BGVT,a,(noch existent?),,,,,,
AC_40797,<Theatergruppe Trachtengruppe Fraubrunnen>,,,Fraubrunnen,,Fraubrunnen: Trachtengruppe Fraubrunnen,BE,CH,x,,Amathea,a,?,,,,,,
AC_40798,Jugendtheater Frauenfeld,,,Frauenfeld,,Frauenfeld,TG,CH,x,,x,na,?,,Kindertheater FLOH,,,,
AC_40799,Junges Theater Thurgau,,,Frauenfeld,,Frauenfeld <nicht ZSV>,TG,CH,www.eisenwerk.ch/eisenwerk/kultur/junges-theater-thurgau/,,x,a,1997- bzw. 2006-,Junges Theater Frauenfeld <bis 2005>,,,,1 C,"1997, 1999, 2006-"
AC_40800,Kindertheater Floh,,inklusive theaterworks.ch ; theater & musical mit kids,Frauenfeld,,Frauenfeld,TG,CH,www.theaterworks.ch,,VOV,a,1974-,Jugendtheater Frauenfeld,,,,,
AC_40801,Korn,Theatergruppe Korn,Theatergruppe,Frauenfeld,,Frauenfeld <nicht ZSV>,TG,CH,x,,x,a,2002-,,,,,2 R <Sammelcouvert>,(2008)-
AC_40802,Laienspiebühne Frauenfeld,,,Frauenfeld,,Frauenfeld <nicht ZSV>,TG,CH,x,,VOV,a,(noch existent?) evtl. fusioniert mit Seniorenbühne zu LSB,,,,,1 R <Sammelcouvert>,(1985)-(1985)
AC_40803,LSB Frauenfeld Seniorenbühne,,,Frauenfeld,,Frauenfeld,TG,CH,x,,VOV,a,?,,,,,,
AC_40804,Seniorenbühne Frauenfeld,,,Frauenfeld,,Frauenfeld,TG,CH,x,,VOV,a,(noch existent?) evtl. fusioniert mit Seniorenbühne zu LSB,,,,,x,x
AC_40805,Theatergruppe Bünifäger,,,Frauenkappelen,,Frauenkappelen,BE,CH,x,,x,a,(noch existent?),,,,,,
AC_40806,VorStadttheater,,,Frauenfeld,,Frauenfeld,TG,CH,www.vorstadttheater.ch,,x,a,1981-,,,,,,
AC_40807,Theater Purpurrot,,,Freienstein,,Freienstein,ZH,CH,www.theater-purpurrot.ch,,x,a,2004?-,tribüHne,,,,,
AC_40808,tribüHne,,,Freienstein,,Freienstein,ZH,CH,x,,x,na,?,,Theater Purpurrot,,,,
AC_40809,Theater Rampenlicht Frenkendorf-Füllinsdorf,,,Frenkendorf,,Frenkendorf,BL,CH,www.theater-rampenlicht.ch,,RVNWS,a,1998-,,,,,,
AC_40810,Berner Theater in Frick,<Theatergruppe Bernerverein und Bernerchörli Frick und Umgebung>,,Frick,,Frick,AG,CH,www.bernerverein-frick.ch,,x,a,?,,,,,,
AC_40811,<Theatergruppe Bezirksschule Frick>,,,Frick,,Frick: Bezirksschule Frick <nicht ZSV>,AG,CH,x,,x,a,?,,,,,2 R <Sammelcouvert>,"(2007), 2008"
AC_40812,Aromat,,,Fribourg/Freiburg,,Fribourg/Freiburg <nicht ZSV>,FR,CH,x,,x,na,?,,,,,1 C,(1985)-
AC_40813,Centre Dramatique des Collèges Sainte-Croix et Saint-Michel,<Groupe théâtral Collège Saint-Michel>; <Group théâtral St.-Michel>; <Theatergruppe Kollegium St. Michael>; <Groupe théâtral Collège St.-Croix>; <Groupe théâtral Collège Saint-Croix>,,Fribourg/Freiburg,,Fribourg/Freiburg: Collège Saint-Michel <nicht ZSV>,FR,CH,www.csmfr.ch,,x,a,?,,,,,1 C,"(1984), 1996-"
AC_40814,Compagnia dei Sognattori,,,Fribourg/Freiburg,,Fribourg/Freiburg,FR,CH,x,,FFSI,a,?,,,,,,
AC_40815,Compagnie Théâtrale AOC,,,Fribourg/Freiburg,,Fribourg/Freiburg <nicht ZSV>,FR,CH,www.compagnieaoc.ch,,FSSTA,a,2000-,,,,,x,x
AC_40816,Deutschfreiburgische Theatergruppe,DFTG,,Fribourg/Freiburg,,Fribourg/Freiburg,FR,CH,www.dftg.ch,,Amathea,a,1968-,,,,,,
AC_40817,FoiR,Association fribourgeoise d’improvisation théâtrale,,Fribourg/Freiburg,,Fribourg/Freiburg <nicht ZSV>,FR,CH,www.foir.ch,,x,a,2005-,,,,,1 R <Sammelcouvert>,(2014)-(2014)
AC_40818,Freiburger Kinder- und Jugendtheater,,,Fribourg/Freiburg,,Fribourg/Freiburg <nicht ZSV>,FR,CH,x,,x,a,?,,,,,x,x
AC_40819,just a moment,,insieme Fribourg,Fribourg/Freiburg,,Fribourg/Freiburg <nicht ZSV>,FR,CH,x,,x,a,2013-,,,,,1 C,2013-
AC_40820,Kuriosum Sonnenberg,Le Boucher Corpaato,,Fribourg/Freiburg,,Fribourg/Freiburg,FR,CH,x,,x,a,(noch existent?),,,,,,
AC_40821,L'Auftritt,,Unitheatergruppe,Fribourg/Freiburg,,Fribourg/Freiburg: L'Auftritt <nicht ZSV>,FR,CH,x,,x,a,?,,,,,1 C,(2014)-
AC_40822,Les Rescapés,,,Fribourg/Freiburg,,Fribourg/Freiburg <nicht ZSV>,FR,CH,www.lesrescapes.net,,FSSTA,a,2006-,,,,,x,x
AC_40823,Nouveau Théâtre,,,Fribourg/Freiburg,,Fribourg/Freiburg <nicht ZSV>,FR,CH,www.nouveau-theatre.ch,,FSSTA ,a,1997-,,,,,1 R <Sammelcouvert>,(2006)-(2006)
AC_40824,<Theatergruppe Studenten deutscher Sprache>,Deutsschprachige Studententheatergruppe,Fribourg,Fribourg/Freiburg,,Fribourg/Freiburg: Studententheater diverse <nicht ZSV>,FR,CH,x,,x,a,(noch existent?),,,,,x,x
AC_40825,Studententheater diverse <ohne Auswertung>,,,,,,,CH,,,,,,,,,,,
AC_40826,Theater-Zyt Freiburg,,,Fribourg/Freiburg,,Fribourg/Freiburg,FR,CH,www.theater-zyt.ch,,Amathea,a,1984-,,,,,,
AC_40827,"Théâtre de la Cité, Fribourg",TCF,,Fribourg/Freiburg,,Fribourg/Freiburg <nicht ZSV>,FR,CH,www.tcf.ch,,FSSTA,a,1911-,,,,,1 C,(1982)-
AC_40828,Vertige Atelier Théâtre,,Collège Gambach,Fribourg/Freiburg,,Fribourg/Freiburg <nicht ZSV>,FR,CH,x,,AFTA,a,?,,,,,x,x
AC_40829,Théâtre des Habitants,,,Fribourg/Freiburg,,Fribourg/Freiburg <nicht ZSV>,FR,CH,x,,x,na,?,,,,,1 C,(1978)-(1980)
AC_40830,<Theatergruppe Trachtengruppe und Jodlerchörli Frieswil>,,,Frieswil,,Frieswil: Trachtengruppe und Jodlerchörli Frieswil,BE,CH,www.jodlerchoerlifrieswil.ch,,Amathea,a,?,,,,,,
AC_40831,Union chorale L’Espérance,,,Froideville,,Froideville <nicht ZSV>,VD,CH,www.aglagla.ch,,FSSTA,a,1947-,,,,,x,x
AC_40832,Frutigtaler Spiellüt,,,Frutigen,,Frutigen,BE,CH,www.frutigtalerspielluet.ch,,x,a,1991-,,,,,,
AC_40833,<Theatergruppe Jodlerklub Frutigen>,,,Frutigen,,Frutigen: Jodlerklub Frutigen,BE,CH,x,,Amathea,a,?,,,,,,
AC_40834,Società da teater Ftan,Gruppa da teater Ftan,,Ftan,,Ftan,GR,CH,x,,BVV,a,?,,,,,,
AC_40835,Grupppa da teater Terzal d'Aint,,,Fuldera,,Fuldera,GR,CH,x,,BVV,a,?,,,,,,
AC_40836,Les Vilainsbonzhommes,Les Vilains Bonzhommes,,Fully,,Fully <nicht ZSV>,VS,CH,www.vilainsbonzhommes.ch,,FSSTA,a,1989-,,,,,2 R <Sammelcouvert>,"(2002), 2005"
AC_40837,<Theatergruppe Männerchor Gähwil>,,,Gähwil,,Gähwil: Männerchor Gähwil <nicht ZSV>,SG,CH,www.gaehwil.ch,,x,a,?,,,,,8 R <Sammelcouvert>,"(1991), 1996, 1998, 2006, 2010"
AC_40838,<Theatergruppe Gemischter Chor Gais>,<Theatergruppe Chor Gais>,,Gais,,Gais: Gemischter Chor Gais,AR,CH,www.chorgais.ch,,x,a,?,,,,,,
AC_40839,<Theatergruppe Männerchor Gambach>,,,Gambach,,Gambach: Männerchor Gambach,BE,CH,x,,x,a,?,,,,,,
AC_40840,Müli-Theater,,,Gansingen,,Gansingen,AG,CH,www.muelitheater.ch,,x,a,1999?-,,,,,,
AC_40841,Theater Gansingen,,,Gansingen,,Gansingen,AG,CH,www.theater-gansingen.ch,,VAV,a,2002-,,,,,,
AC_40842,Theatergruppe Ganterschwil,,,Ganterschwil,,Ganterschwil,SG,CH,www.gantitheater.ch,,x,a,?,,,,,,
AC_40843,<Theatergruppe Trachtengruppe Gasel>,,,Gasel,,Gasel: Trachtengruppe Gasel,BE,CH,x,,x,a,?,,,,,,
AC_40844,Freilichtspiel Gebenstorf,,,Gebenstorf,,Gebenstorf,AG,CH,x,,x,na,?,,,,,,
AC_40845,<Theatergruppe Landjugend Geiss>,,,Geiss,,Geiss: Landjugend Geiss,LU,CH,www.lj-geiss.ch,,x,a,?,,,,,,
AC_40846,Theaterverein Hochzeit auf Heidegg,,,Gelfingen,,Gelfingen,LU,CH,x,,x,a,(noch existent?),,,,,,
AC_40847,Theater Gempen,,,Gempen,,Gempen,SO,CH,www.theater-gempen.ch,,NWS,a,2000-,Theater der Frauenturngruppe Gempen,,,,,
AC_40848,Theater der Frauenturngruppe Gempen,,,Gempen,,Gempen,SO,CH,x,,NWS,na,1978-1999,,Theater Gempen,,,,
AC_40849,Ginestri Tabac e Uga,,compagnia teatrale dialettale,Genestrino,,Genestrino <nicht ZSV>,TI,CH,www.teatrogtu.ch,,x,a,1995-,,,,,4 R <Sammelcouvert>,(2005)-
AC_40850,Association générale des étudiants,,,Genève,,Genève <nicht ZSV>,GE,CH,x,,x,na,?,,,,,1 C,(1954)-(1958)
AC_40851,Compagnie théâtrale de Belles Lettres,,,Genève,,Genève: Belles-Lettres <nicht ZSV>,GE,CH,x,,x,na,?,,,,,1 C,(1954)-(1994)
AC_40852,Binokyo,Atelier Théâtre d'Enfant Binokyo,Genève,Grand-Saconnex,,Genève <nicht ZSV>,GE,CH,www.binokyo.ch,,x,na,1982- bzw. 1995-,,,,,1 C,"1985, 1990"
AC_40853,Cie „La Troupe Ment“,,,Genève,,Genève <nicht ZSV>,GE,CH,www.latroupement.ch,,FSSTA,a,?,,,,,x,x
AC_40854,Atelier-Théâtre du Collège Calvin,<Groupe théâtral Collège Calvin>,,Genève,,Genève: Collège Calvin <nicht ZSV>,GE,CH,http://icp.ge.ch/po/calvin,,x,a,?,,,,,1 C,"1944, 1958, 1982-"
AC_40855,<Groupe théâtral Collège de la Gradelle>,,Cycle d'orientation,Genève,,Genève: Collège de la Gradelle <nicht ZSV>,GE,CH,http://edu.ge.ch/gradelle/,,x,a,?,,,,,1 C,(2003)-
AC_40856,<Groupe théâtral Collège Sismondi>,,,Genève,,Genève: Collège Sismondi <nicht ZSV>,GE,CH,www.sismondi.ch,,x,a,?,,,,,1 C,(1983)-
AC_40857,Comédiens de Tournevent,,,Genève,,Genève <nicht ZSV>,GE,CH,x,,x,na,?,,,,,1 C,(1989)-?
AC_40858,Compagnie des personnages délivrés,,,Genève,,Genève <nicht ZSV>,GE,CH,x,,x,na,?,,,,,1 C,(1994)-(1996)
AC_40859,Compagnie du centimètre cube,,,Genève,,Genève <nicht ZSV>,GE,CH,x,,x,na,?,,,,,1 C,(1984)-(1985)
AC_40860,La Compagnie lesArts,,Théâtre Impro Humour,Genève,,Genève: La Compagnie lesArts <nicht ZSV>,GE,CH,www.lesarts.ch,,x,a,2003-,,,,,1 C,(2013)-
AC_40861,Compagnons de Romandie,,,Genève,,Genève <nicht ZSV>,GE,CH,x,,x,na,1936-?,,,,,1 C,(1940)-(1959)
AC_40862,Cristoforo Colombo,,Genève,Genève,,Genève <nicht ZSV>,GE,CH,x,,FFSI,a,?,,,,,1 R <Sammelcouvert>,(1987)-(1987)
AC_40863,Ecole d'Ingénieurs Genève,EIG,troupe,Genève,,Genève <nicht ZSV>,GE,CH,x,,x,na,?,,,,,1 C,"1984, 1993"
AC_40864,Essai,,étudiants,Genève,,Genève <nicht ZSV>,GE,CH,x,,x,na,?,,,,,1 C,(1956)-?
AC_40865,Fédération d'improvisation genevoise,FIG,,Genève,,Genève <nicht ZSV>,GE,CH,www.impro-geneve.ch,,x,a,?,,,,,1 C,(2014)-
AC_40866,Geneva Amateur Operatic Society,GAOS,,Genève,,Genève <nicht ZSV>,GE,CH,www.impro-geneve.ch,,x,a,?,,,,,1 C,"1982, 1993, 2014-"
AC_40867,Geneva English Drama Society,GEDS,,Genève,,Genève <nicht ZSV>,GE,CH,www.geds.ch,,x,a,?,,,,,1 C,"1954-1958, 1982-"
AC_40868,L'Effort,,théâtre ouvrier,Genève,,Genève <nicht ZSV>,GE,CH,x,,x,na,?,,,,,x,x
AC_40869,La Tirade,,,Genève,,Genève: La Tirade <nicht ZSV>,GE,CH,x,,x,na,?,,,,,1 C,(1984)-(1989)
AC_40870,La Veillée,,,Genève,,Genève <nicht ZSV>,GE,CH,x,,x,na,?,,,,,x,x
