ID_NR_Event,Name_Event,Name_Event_Alias,Attribute_Byline_Description,Veranstalter,Theater_Klassifikation,Ort,Geodaten,Ablageort_STS,Kanton,Land,Webadresse,Adresse,Verband,Rep,Status,Eckdaten_nicht_STS,fruehere_Namen,spaetere_Namen,Dokumente_VP_V,Dokumente_VP_G,Dokumente_PA_V,Dokumente_PA_G
EFES_190,Interlaken Classics,,,Interlaken Classics,FES,Interlaken,,Interlaken: Kursaal,BE,CH,www.interlaken-classics.ch,,x,,a,1966-,,,,,1 C <Sammelcouvert>,x
EFES_191,Internationales Gauklerfest Interlaken,,,?,FES,Interlaken,,Interlaken: Internationales Gauklerfest Interlaken,BE,CH,www.gauklerfest-interlaken.ch,,x,,a,2004-,,,,,1 C,"(2012), 2014"
EFES_192,Operettenfestival Interlaken,,,x,FES,Interlaken,,Interlaken: Kursaal,BE,CH,x,,x,,na,2009 <einmalig?>,,,,,1 C <Sammelcouvert>,x
EFES_193,Terra e Laghi,,Festival di teatro nell’ insubria,?,FES,Varese,,CH: Einz. Reg.: Ital. Schweiz,,I,www.terraelaghifestival.com,,x,,a,?,,,,,,
EFES_194,Könizer Kunstwoche,Kunstwoche Köniz,,x,FES,Köniz,,Köniz,BE,CH,x,,x,,na,?,,,,,8 R <Sammelcouvert>,(1973)-(1983)
EFES_195,KIK-Festival,,Kabarett in Kreuzlingen,"Kabarett in Kreuzlingen (KiK, KIK-Festival)",FES VOK,Kreuzlingen,,Kabarett: Kreuzlingen: Kabarett in Kreuzlingen,TG,CH,www.kik-kreuzlingen.ch,,x,,a,2002-,,,,,1 C,"(2002), 2004, 2008-"
EFES_196,Triangel,,Internationales Kinder- und Jugendtheaterfestival,x,FES STK,Kreuzlingen ; Konstanz ; Steckborn,,St. Gallen,TG,CH,x,,x,,na,1997-2004,,,,,1 C,1997-2004
EFES_197,Antilope Festival,,,x,FES STT,La Chaux-de-Fonds und Neuchâtel,,La Chaux-de-Fonds,NE,CH,x,,x,,na,?,,,,,1 C,(2000)-(2010)
EFES_198,Biennale du Théâtre,,La Chaux-de-Fonds,x,FES,La Chaux-de-Fonds,,La Chaux-de-Fonds,NE,CH,x,,x,,na,?,,,,,1 C,1993-
EFES_199,La Plage des Six Pompes,,Festival International des arts de la rue,?,FES,La Chaux-de-Fonds,,La Chaux-de-Fonds,NE,CH,www.laplage.ch,,x,,a,1993-,Plage du Marché,,,,1 C,1993-
EFES_200,La Schubertiade,,La Chaux-de-Fonds 1992,x,FES,La Chaux-de-Fonds,,La Chaux-de-Fonds,NE,CH,x,,x,,na,1992,,,,,1 C,1992
EFES_201,Festival d'Art Dramatique,,Festival du Théâtre amateur,x,FES ATV,La Tour-de-Peilz,,La Tour-De-Peilz,VD,CH,x,,x,,na,1984,,,,,10 R <Sammelcouvert>,1984
EFES_202,La Tour en Scène,,Festival International de Théâtre de la Tour-de-Peilz,?,FES ATV,La Tour-de-Peilz,,La Tour-De-Peilz,VD,CH,x,,FSSTA,,a,2012?-,,,,,x,x
EFES_203,Fliessende Grenzen,,Kulturtage Laufenburg,?,FES,Laufenburg,,Laufenburg,AG,CH,x,,x,,a,?,,,,,x,x
EFES_204,Bouillon de cultures,,Rencontres et ouvertures,x,FES,Lausanne,,Lausanne,VD,CH,x,,x,,na,1992-?,,,,,1 C,(1992)-?
EFES_205,Concours des Jeunes Compagnies,,,x,FES,Lausanne,,Lausanne,VD,CH,x,,x,,na,1989,,,,,1 C,1989
EFES_206,Danses en pièces,Tanz in Stücken,,x,FES STT,Lausanne,,Lausanne,VD,CH,x,,x,,na,?,,,,,1 C,(1995)-(1996)
EFES_207,Emois,,Festival,x,FES,Lausanne,,Lausanne,VD,CH,x,,x,,na,1996,,,,,1 C,1996
EFES_208,Festival de la Cité Lausanne,,,?,FES,Lausanne,,"Lausanne (wenn Grundsätzliches, mehrere Aufführungen und ausländische Gastspiele), unter Stammort der einzelnen CH-Theater",VD,CH,www.festivalcite.ch,,x,,a,1983-,,,,,1 S,(1982)-
EFES_209,Festival de marionnettes ,Festival international de théâtre de marionnettes,Lausanne,x,FES STP,Lausanne,,Lausanne,VD,CH,x,,x,,na,"1976, 1983, 1987",,,,,1 C,"1976, 1983, 1987"
EFES_210,Festival de théâtre universitaire,,,?,FES ATV,Lausanne,,Lausanne (siehe auch Lausanne: Grange de Dorigny),VD,CH,www.grangededorigny.ch,,x,,a,1995-,,,,,1 C,"(1997), 2000, 2001, 2005"
EFES_211,Festival International de Lausanne,,,x,FES,Lausanne,,"Lausanne: Festival International ... (wenn Grundsätzliches oder mehrere Aufführungen), Kopie an Stammort der einz. Theater, wenn 1-2 Aufführungen, Original unter Lausanne: Festival",VD,CH,x,,x,,na,1955-1984,,,,,x,x
EFES_212,Festival International de Danse,Lausanne Danse,,x,FES STT,Lausanne,,Lausanne: Théâtre Sévelin 36,VD,CH,x,,x,,na,1997-2012,,Le Printemps de Sévelin,,,x,x
EFES_213,Festival International de Marionnettes pour Adultes,,,x,FES STP,Lausanne,,Lausanne,VD,CH,x,,x,,na,?,,,,,x,x
EFES_214,Festival international de théâtre contemporain,,,x,FES,Lausanne,,Lausanne,VD,CH,x,,x,,na,"1984, 1989, 1992, 1994",,,,,1 S,"1984, 1989, 1992, 1994"
EFES_215,Festival Promotion Danse,,,x,FES STT,Lausanne,,"Vuilleuier, Doris",VD,CH,x,,x,,na,1992,,,,,1 C,1992
EFES_216,Jeux académiques,,,x,FES,Lausanne,,Lausanne,VD,CH,x,,x,,na,?,,,,,1 C,1944
EFES_217,Journées TacTacTac,Journées Tac Tac Tac,,?,FES,Lausanne,,Lausanne,VD,CH,www.journees-tactactac.blogspot.com,,x,,a,2016-,,,,,1 C,(2015)-
EFES_218,Les Printemps de Sévelin,,Festival de Danse Contemporaine,Théâtre Sévelin,FES,Lausanne,,Lausanne: Théâtre Sévelin 36,VD,CH,www.theatresevelin36.ch/fr/programme/festival,,x,,a,1998-,,,,,x,x
EFES_219,Les Urbaines,,Festival,?,FES,Lausanne,,Lausanne: Les Urbaines,VD,CH,www.urbaines.ch,,Premio,,a,1993-,,,,,1 C,1993-
EFES_220,Programme commun,,,?,FES,Lausanne,,Lausanne,VD,CH,www.programme-commun.ch,,,,a,?,,,,,1 C,(2015)-
EFES_221,Pour un été,,,x,FES,Lausanne,,Lausanne (siehe auch Lausanne: Festival de la Cité),VD,CH,x,,x,,na,1974-?,,,,,1 C,(1975)-(2001)
EFES_222,Festival de Printemps,,,x,FES,Lausanne (Ouchy),,Lausanne: Théâtre Tel Quel,VD,CH,x,,x,,na,,,,,,x,x
EFES_223,Les jardins musicaux,,Festival,?,FES,Le Cernier,,Le Cernier <siehe auch Neuchâtel: Opéra décentralisé>,NE,CH,www.jardinsmusicaux.ch,,x,,a,1998-,,,,,1 C,(2000)-
EFES_224,Aargauer Theatermärt,,,x,FES,Lenzburg,,Lenzburg <1988> <später siehe auch CH: Einz. Reg.: Aargau>,AG,CH,x,,x,,na,?,,,,,1 R <Sammelcouvert> (Lenzburg),(1988)-(1988) (Lenzburg)
EFES_225,Der Theaterfunken,Theater Funken,Kinder- und Jugendtheaterfestival,<verschiedene Veranstalter>,FES STT,Lenzburg,,CH: Einz. Reg.: Kt. Aargau,AG,CH,x,,x,,a,2005?-,,,,,x,x
EFES_226,Lenzburger Gauklerfestival,Lenzburger Gaukler- und Kleinkunstfestival; Gaukler-Festival Lenzburg,,?,FES VOK,Lenzburg,,Lenzburg: Gaukler-Festival,AG,CH,www.gauklerfestival.ch,,,,a,1993-,Kleinkunstfestival Lenzburg,,,,1 C,"(1996), 2000-"
EFES_227,Kleinkunstfestival Lenzburg,,,x,FES VOK,Lenzburg,,Lenzburg,AG,CH,x,,x,,na,?,,Gaukler-Festival,,,1 C ,"(1991), (1995)"
EFES_228,Musikalische Begegnungen Lenzburg,MBL,,?,FES,Lenzburg,,Lenzburg,AG,CH,www.mbl-lenzburg.ch,,x,,a,1984-,,,,,x,x
EFES_229,Theatertage Lenzburg,Lenzburger Theatertage,,Theaterschöneswetter <Verein>,FES,Lenzburg,,Lenzburg <siehe auch Lenzburg: Theaterschöneswetter>,AG,CH,www.theaterschoeneswetter.ch/theatertage-lenzburg.php,,x,,a,1998-,,,,,1 C,(2001)-
EFES_230,Festival des Clowns,,,x,FES VOK,Leukerbad,,Leukerbad,VS,CH,x,,x,,na,1995-1997?,,,,,12 R <Sammelcouvert>,1995-(1997)
EFES_231,Tanzherbst,,inkl. Tanznovember,x,FES STT,Liestal,,Liestal,BL,CH,x,,x,,na,?,,,,,1 C,"(1989), 1990, (1991)"
EFES_232,Opernwerkstatt Ligerz,,,x,FES,Ligerz,,Ligerz,BE,CH,x,,x,,na,?,,,,,6 R <Sammelcouvert>,(2005)-(2008)
EFES_233,il gatto danza,,,x,FES STT,Locarno,,Locarno,TI,CH,<früher:> www.organicoscenaartistica.ch,,x,,na,2002-2007,,osa! la danza,,,x,x
EFES_234,Il castello incantato,,Festival internazionale di teatro con figure,x,FES STP,Locarno u.a.,,Locarno: Teatro dei Fauni,TI,CH,www.teatro-fauni.ch/festival,,Unima,,a,?,,,,,x,x
EFES_235,La Donna Crea festival internazionale,,,x,FES STK,Locarno,,Locarno: La Donna Crea festival internazionale,TI,CH,www.organicoscenaartistica.ch,,x,,a,?,,,,,1 R <Sammelcouvert>,(2014)-
EFES_236,osa! la danza,,,?,FES STT,Locarno,,Locarno,TI,CH,www.organicoscenaartistica.ch,,KTV,,a,2008-,il gatto danza. Organico scena artistica,,,,1 C,(2009)-
EFES_237,Maratona del Teatro amatoriale della Svizzera italiana,,,x,FES ATV,Locarno u.a.,,Locarno,TI,CH,www.maratona-teatrale-si.ch,,x,,a,?,,,,,x,x
EFES_238,Il Teatro in Festa,,,Teatro Paravento,FES,Locarno,,Locarno: Teatro Paravento,TI,CH,www.teatro-paravento.ch,,x,,a,?,,,,,x,x
EFES_239,OperaLocarno,Opera Locarno,,x,FES,Locarno,,Locarno,TI,CH,x,,x,,na,2009-2010,,,,,1 C,2009-2010
EFES_240,Confronti teatrali,,rassegna internazionale,x,FES,Lugano,,Lugano,TI,CH,x,,x,,na,?,Giostra del teatro,,,,1 C,1985
EFES_241,Festival della Danza,,,x,FES STT,Lugano,,Lugano,TI,CH,x,,x,,na,2008-?,,,,,1 C,2008
EFES_242,Festival Internazionale del Teatro e della Scena Contemporanea,FIT,,x,FES TFS <vor 1889 FES STK>,Lugano,,"Lugano <Ausgaben 4-6 1983, 1985, 1987 unter Lugano Giostra del Teatro bzw. Confronti teatrali>",TI,CH,www.fitfestival.ch,,x,,a,?-,,,,,3 C,1981
EFES_243,Festival Internazionale delle Marionette,Marionetten-Festival,Lugano,x,FES STP,"Lugano <später Ascona, dann wieder Lugano> <bereinigen>",,"Lugano <bis 1986, später Ascona: Internationales Marionettenfestival",TI,CH,www.palco.ch,,Unima,,a,1979-,Internationales Festspiel für Marionetten,,,,1 C (Lugano) 1 C (Ascona),"1979-1980, 1982-1986 (Lugano)     1986- (Ascona)"
EFES_244,Giostra del teatro,,,x,FES STK,Lugano,,Lugano,TI,CH,x,,x,,na,"1983, 1987",,Confronti teatrali,,,1 C,"1983, 1987"
EFES_245,Il Maggiolino,,"Festival Teatro, danza e musica per la prima infanzia",Teatro Pan,FES STK,Lugano,,Lugano: Teatro Pan,TI,CH,www.teatro-pan.ch,,x,,a,?,,,,,x,x
EFES_246,Orme Festival di arti integrate,,,?,FES,Lugano,,Lugano,TI,CH,www.ormefestival.ch,,x,,a,?,,,,,1 R <Sammelcouvert>,(2015)-(2015)
EFES_247,Primavera Concertistica,,,x,FES,Lugano,,Lugano,TI,CH,x,,x,,na,?,,,,,1 C,"(1984), 1995, 1999"
EFES_248,Laboratorio Internazionale del Teatro delle Radici,,,Teatro delle Radici,FES,Lugano,,Lugano: Teatro delle Radici,TI,CH,www.teatrodelleradici.net,,x,,a,?,,,,,x,x
EFES_249,Rassegna Home,,,Teatro Foce,FES,Lugano,,Lugano: Teatro Foce,TI,CH,www.foce.ch,,x,,a,?,,,,,x,x
EFES_250,Rassegna Senza Confini,,,Teatro Pan,FES STK,Lugano ; Chiasso ; Como,,Lugano <siehe auch Lugano: Teatro Pan><siehe auch Locarno: Teatro Paravento>  <siehe auch CH:Einz. Reg.:Ital. Schweiz und 1.28> <siehe auch Chiasso: Div. A-Z>,TI,CH,www.teatro-pan.ch,,x,,a,?,,,,,1 C,(2001)-
EFES_251,SOLOinscena,Solo in Scena,,Il Cortile?,FES,Lugano,,Lugano: Il Cortile,TI,CH,www.ilcortile.ch,,x,,a,,,,,,x,x
EFES_252,Ticino Musica,,International Meeting of Young Musicians ; Incontro Internazionale di Giovani Musicisti,,FES,Lugano,,Lugano,TI,CH,www.ticinomusica.com,,x,,a,1979?-,,,,,1 R <Sammelcouvert>,(2016)-
EFES_253,Vesperali,,,x,FES,Lugano,,Lugano,TI,CH,x,,x,,na,?,,,,,1 C,"(1987), 1991, 1993, 1995"
EFES_254,Festi Léz'Arts,,,?,FES ATV,Lully-sur-Morges,,Lully-sur-Morges: Les Arts en Scene,VD,CH,www.lesartsenscenes.ch,,x,,a,?,,,,,x,x
EFES_255,Heimspiele,,Festival,Kleintheater Luzern ; Südpol,FES,Luzern ; Kriens,,Luzern: Kleintheater Luzern,LU,CH,www.luzernertheater.ch/heimspiele,,x,,a,?,,,,,x,x
EFES_256,Internationale Musikfestwochen Luzern,IMF,,x,FES,Luzern,,"Luzern: Internat. Musikfestwochen (wenn Grunds, ausl. Gastspiel oder Schweiz. Theater), Zusatzkopie in Stammort Schweiz. Theater",LU,CH,x,,x,,na,1938 bzw. 1943-2000,,Lucerne Festival,,,1 S,1938-2000
EFES_257,JUTZ,,Zentralschweizer Kinder- und Jugendtheatertreffen,?,FES STT,Luzern,,Luzern (ZSV),LU,CH,x,,x,,a,?,,,,,x,x
EFES_258,Lucerne Festival,,,Lucerne Festival,FES,Luzern,,"Luzern (wenn Grunds, ausl. Gastspiel oder Schweiz. Theater), Zusatzkopie in Stammort Schweiz. Theater",LU,CH,www.lucernefestival.ch,,x,,a,2001-,Internationale Musikfestwochen Luzern (IMF),,,,1 S,2001-
EFES_259,LUfTH,Luzerner Treffen Freier Theater,,x,FES TFS,Luzern,,Luzern,LU,CH,x,,x,,na,?,,,,,1 C,(1988)-(1991)
EFES_260,Luzerner Schultheatertage,,,x,FES STK,Luzern,,Luzern,LU,CH,www.phlu.ch/dienstleistung/zentrum-theaterpaedagogik/schultheatertage,,x,,a,1989-,,,,,1 C,(1990)-
EFES_261,Mozart-Tage Luzern,,,x,FES,Luzern,,Luzern,LU,CH,x,,x,,a,?,,,,,1 C,2002
EFES_262,Oster-Festival,Osterfestspiele Luzern,,Lucerne Festival,FES,Luzern,,Luzern: Osterfestspiele Luzern <siehe auch Luzern: Lucerne Festival und Luzern: KKL,,CH,www.lucernefestival.ch,,x,,a,1987-,,,,,1 C,1987-
EFES_263,Secondofestival,Secondo Festival,,Secondofestival,FES,Luzern u.a.,,CH: Grundsätzliches <siehe auch früher unter Olten und unter Zürich>,LU,CH,www.secondofestival.ch,,x,,a,2007-,,,,,1 C,2007-
EFES_264,woerdz das spoken word festival,,,?,FES,Luzern ; Kriens,,Luzern,LU,CH,www.woerdz.ch,,x,,a,secondo,,,,,x,x
EFES_265,Zaubersee,,Festival,x,FES,Luzern,,Luzern,LU,CH,www.zaubersee.ch,,x,,a,?,,,,,1 C,(2015)-
EFES_266,Rassegna di Teatro Magadino,,,x,FES,Magadino,,Magadino: La Darsena,TI,CH,x,,x,,a,?,,,,,x R,x
EFES_267,Mammern Classics,,,Mammern Classics,FES,Mammern,,Mammern,TG,CH,www.mammernclassics.ch,,x,,a,?,,,,,x,x
EFES_268,Festival des 5 Continents,,,?,FES,Martigny,,Martigny,VS,CH,www.5continents.ch,,x,,a,1994-,,,,,x,x
EFES_269,Matten lacht Comedy Nacht,,,Matten lacht Comedy Nacht,FES VOK,Matten,,Matten,BE,CH,www.mattenlacht.ch,,x,,a,?,,,,,x,x
EFES_270,Rencontres théâtrales de Miège,,,Rencontres théâtrales de Miège,FES ATV,Miège,,Miège,VS,CH,www.rencontres-theatrales-miege.ch,,x,,a,2012-,,,,,1 R <Sammelcouvert>,(2015)-
EFES_271,Oh! Festival,,"Marché du spectacle Vitrine des arts vivants suisses et internationaux en Valais ; Ein Schaufenster für nationale und internationale darstellende Kunst im Wallis",?,FES,Monthey,,Monthey,VS,CH,www.ohfestival.ch,,x,,a,?,,,,,1 R <Sammelcouvert>,(2015)-
EFES_272,Dance Festival,,Montreux,x,FES STT,Montreux,,Montreux,VD,CH,,,x,,na,1998,,,,,1 C,1998
EFES_273,Festival de Jazz,,Red Buddah Theatre,x,x,Montreux,,Montreux,VD,CH,x,,x,,na,1973,,,,,1 C,1973
EFES_274,Festival du rire,,,Festival du Rire,FES VOK,Montreux,,Montreux,VD,CH,x,,x,,na,1989-?,,Montreux Comedy Festiva,,,1 C,(1991)-(2009)
EFES_275,Montreux Comedy Festival,,,Montreux Comedy Festival,FES VOK,Montreux,,Montreux: Mâchoire d'Or,VD,CH,www.montreuxcomedy.com,,x,,a,?,"Festival du Rire, Mâchoire d'Or",,,,1 C,"(2002), 2014-"
EFES_276,Septembre musical,,Festival de Musique Classique Montreux-Vevey,Festival de Musique Classique (Septembre musical),FES,Montreux,,Montreux,VD,CH,www.septmus.ch,,x,,a,1946-,Festival de Montreux,,,,1 C,"(1977), 1990, 1992, 1993, 1998-"
EFES_277,Diabolo Festival Pour Enfants,,,?,FES,Morges,,Morges,VD,CH,www.diabolofestival.ch,,x,,a,2012?-,,,,,2 R <Sammelcouvert>,"2012, 2016"
EFES_278,Morges-sous-Rire,,Festival d’Humour,?,FES VOK,Morges,,Morges,VD,CH,www.morges-sous-rire.ch,,x,,a,1989-,,,,,1 C,1989-
EFES_279,Le Mois Théâtrale,,,x,FES,Môtiers,,Môtiers,NE,CH,,,x,,na,?,,,,,x,x
EFES_280,Festival des Petites Oreilles,,,?,FES STK,Moutier,,Moutier,JU,CH,x,,x,,a,?,,,,,1 R <Sammelcouvert>,(2008)-
EFES_281,"Festival ""Les p'tits souliers""",,,?,FES STK,Moutier,,Moutier,JU,CH,x,,x,,a,?,,,,,1 R <Sammelcouvert>,(2014)-
EFES_282,Festival Espacestand,,,?,FES STK,Moutier,,Moutier,JU,CH,www.espacestand.ch,,x,,a,?,,,,,3 R <Sammelcouvert>,(2014)-
EFES_283,Quinzaine Culturel de Moutier,,,x,FES,Moutier,,Moutier,JU,CH,x,,x,,na,1967-2002,,,,,15 R <Sammelcouvert>,"(1984, 1990, 1992, 1994, 1998, 2000, 2002"
EFES_284,Stand'été,,,?,FES,Moutier,,Moutier,JU,CH,www.standete.ch,,x,,a,?,,,,,10 R <Sammelcouvert>,(2005)-
EFES_285,"""Lach im Guldental""",,,?,FES VOK,Mümliswil,,Mümliswil,SO,CH,www.lachimguldental.ch,,x,,a,2014-,,,,,x,x
EFES_286,Classionata,,,Classionata,FES,Mümliswil,,Mümliswil,SO,CH,www.classionata.ch,,x,,a,1999-,,,,,1 C,1999-
EFES_287,Murten Classics,,,Murten Classics (Sommerfestspiel Murten),FES,Murten,,Murten,FR,CH,www.murtenclassics.ch,,x,,a,?,Sommerfestspiele Murten,,,,5 R <Sammelcouvert>,(2001)-
EFES_288,Buskers Festival Neuchâtel,,,x,FES,Neuchâtel,,Neuchàgtel,NE,CH,www.buskersfestival.ch,,x,,a,1991-,,,,,1 C,"1991, 1995, 1997"
EFES_289,Festival de Danse Contemporaine,,ADN,ADN Association Danse Neuchâtel,FES STT,Neuchâtel,,Neuchâtel: ADN,NE,CH,www.adn-scene-ouverte.ch,,x,,a,?,,,,,1 C,x
EFES_290,Festival de Neuchâtel,,,x,FES,Neuchâtel,,Neuchâtel,NE,CH,x,,x,,na,?,,,,,1 C,"(1983), 1985, 1987, 1989, 1991, 193, 1996, 1998, (2000)"
EFES_291,Festival de Théâtre Amateur,,,x,FES ATV,Neuchâtel,,Neuchâtel,NE,CH,x,,x,,na,?,,,,,1 C,1984
EFES_292,Festival international de la marionnette,marioNEttes Festival International; Semaines Internationales de la Marionnette en Pays Neuchâtelois,,?,FES STP,Neuchâtel,,Neuchâtel: Semaines Int. De la Marionnette und CH: Einz. Reg.: Kt. Neuchâtel,NE,CH,www.festival-marionnettes.ch,,Unima,,a,1985-,Semaines Internationales de la Marionnette en Pays Neuchâtelois,,,,1 C,1985-
EFES_293,Hiver de Danses,,,ADN Association Danse Neuchâtel,FES STT,Neuchâtel,,Neuchâtel,NE,CH,www.adn-scene-ouverte.ch,,x,,a,2011-,,,,,1 C,(2014)-
EFES_294,Neuchâtel Dance Festival,,,x,FES STT,Neuchâtel,,Neuchâtel,NE,CH,x,,x,,na,1993-2001,,,,,1 C,1993-2001
EFES_295,Neuchâtel Scène Ouverte,,,ADN Association Danse Neuchâtel,FES STT,Neuchâtel,,Neuchâtel: ADN,NE,CH,www.adn-scene-ouverte.ch,,x,,na,2003-2010,,,,,1 C,2003-2010
EFES_296,Rencontres européenne de théàtre pour enfants,Europäisches Kindertheatertreffen,"Neuchâtel, 1984",x,FES STK,Neuchâtel,,Neuchâtel,NE,CH,x,,x,,na,?,,,,,1 C,1984
EFES_297,Théâtre de la connaissance,,université de Neuchâtel,?,FES,Neuchâtel,,Neuchâtel,NE,CH,www.unine.ch/theatre-connaissance/home.html,,x,,a,2014-,,,,,1 R <Sammelcouvert>,(2015)-(2015)
EFES_298,Amathéa,,festival du théâtre amateur,x,FES ATV,Nyon,,Nyon,NE,CH,x,,x,,na,?,,,,,1 C,"(1990), (1992)"
EFES_299,faro Festival des arts vivants,Far Festival,,?,FES TFS,Nyon,,Nyon,VD,CH,www.festival-far.ch,,Corodis     Premio,,a,1986?-,Festival de Théâtre d'été de Nyon,,,,1 C,(1999)-
EFES_300,Luna Classics,LunaClassics,,Luna Classics,FES,Nyon,,Nyon,VD,CH,www.luna-classics.com,,x,,a,2014-,Saint-Prex Festival (Festival de Saint-Prex),,,,1 C,2014-
EFES_301,Paléo-Festival,,,Paléo-Festival,FES,Nyon,,Nyon,VD,CH,www.paleo.ch,,x,,a,1976-,"First Folk Festival, Nyon Folk Festival",,,,1 C,"1991, 1998, 2000, 2001"
EFES_302,Théâtre d'été,,Festival,x,FES,Nyon,,Nyon,VD,CH,x,,x,,na,?-1998,,Far Festival,,,1 S,(1984)-1998
EFES_303,Performa Festival,,,?,FES,o.O.,,?,TI,CH,www.performa-festival.ch,,x,,a,?,,,,,x,x
EFES_304,Freilichtbühne St. Petersinsel,,,x,x,Erlach?,,Bern: Theater für das Bernerland,BE,CH,x,,x,,na,?,,,,,x,x
EFES_305,Rheintaler Kultur- und Theatertage,,,?,FES,o.O. <versch. Häuser und Rheintaler Kulturstiftung>,,?,SG,CH,x,,x,,a,?,,,,,x,x
EFES_306,knapp live,,,x,FES VOK,Olten,,Olten,SO,CH,x,,x,,a,2016-,,,,,1 C,
EFES_307,Laut&Deutlich,,Poetry Slam,?,FES VOK,Olten,,"Olten (bereinigen mit art i.g., Nachtfieber)",SO,CH,www.artig.ch,,x,,a,2006-,,,,,1 C,(2007)-
EFES_308,Oltner Kabarett-Tage,Oltner Cabaret-Tage,inkl. Oltner Kabarett-Casting ; Oltner Kabarettcasting,Oltner Kabarett-Tage,FES VOK,Olten,,Kabarett: Olten,SO,CH,www.kabarett.ch,,KTV,,a,1986-,,,,,2 S,1986-
EFES_309,Oltner Tanztage,TanzinOlten; Tanz in Olten,Das Tanzfestival für Zeitgenössischen Tanz,"Oltner Tanztage (TanzinOlten, Tanz in Olten)",FES STT,Olten,,Olten: Oltner Tanztage,SO,CH,www.tanzinolten.ch,,x,,a,1996-,,,,,1 C,1996-
EFES_310,Opernwerkstatt,,,x,FES,Olten,,Olten,SO,CH,x,,x,,na,?,,,,,1 C,"(1985), 1989, 1992, 1993"
EFES_311,Secondo-Theaterfestival,,,x,FES,Olten,,Olten,SO,CH,x,,x,,na,2008 <2.>,,,,,1 C,2008
EFES_312,Theater- und Tanzwoche Olten,,,?,FES,Olten,,Olten,SO,CH,x,,x,,a,?,,,,,2 R <Sammelcouvert>,"(2007), (2014)"
EFES_313,Wortklang,,,?,FES VOK,Olten,,Olten: Vario-Bar,SO,CH,www.wortklang.ch,,x,,a,?,,,,,1 C,(2009)-
EFES_314,Quinzaine Artistique d'Orbe,,,x,FES,Orbe,,Orbe,VD,CH,,,x,,na,1966-1991,,,,,28 R <Sammelcouvert>,(1982)-(1992)
EFES_315,Heubüni,,Kabarett- und Kleinkunstfestival,?,FES VOK,Ortschwaben,,Ortschwaben,BE,CH,www.heubueni.ch,,x,,a,2004 (Erste Ausgabe)-,,,,,3 R <Sammelcouvert>,"2004, 2005, 2006"
EFES_316,La Cour des Contes,,,,FES,Plan-les-Ouates,,Plan-les-Ouates,GE,CH,,,x,,a,,,,,,1 R <Sammelcouvert>,(2015)-
EFES_317,Festival International du One-man-show et de l'Humour,,,x,FES VOK,Pully,,Pully,VD,CH,,,x,,na,1984 <2. Ausgabe siehe: Fribourg_ Mourire>,,,,,1 C,1984
EFES_318,Regensdorfer Musikwochen,,,x,FES,Regensdorf,,Regensdorf: Musikwochen,ZH,CH,x,,RVA,,na,?,,,,,16 R <Sammelcouvert>,(1984)-(1993)
EFES_319,Festival de Théâtre en Herbe,,,x,FES STK,Renens,,Renens,VD,CH,x,,x,,na,?,,,,,17 R <Sammelcouvert>,(1990)-(2001)
EFES_320,Glucose Festival,,,?,FES VOK,Riaz,,Riaz,FR,CH,www.glucosefestival.ch,,x,,a,?,,,,,1 R <Sammelcouvert>,(2014)-
EFES_321,Opéra Basel,Opera Basel,,Opéra St. Moritz AG,FES,Riehen,,Riehen: Opernfestival <ab 2013 siehe St. Moritz: Opéra St. Moriz>,BS,CH,www.opera-basel.ch,,x,,a,2006-,"Opernfestival Basel/Riehen, Opernfestival Riehen, Opernfestival im Wenkenhof, Opera Riehen",,,,1 C,2006-2012
EFES_322,Uferlos,,Festival,x,FES VOK,Rorschach,,Rorschach,TG,CH,x,,x,,na,?,,,,,12 R <Sammelcouvert>,(1987)-(1992)
EFES_323,Festival Rümlingen,,,Festival Rümlingen,FES,Rümlingen,,Rümlingen,BL,CH,www.neue-musik-ruemlingen.ch,,x,,a,1990-,,,,,3 R <Sammelcouvert>,"(2002), 2014"
EFES_324,Festival Grock d'or,,,x,FES VOK,Saint-Imier,,Saint-Imier,BE,CH,x,,x,,na,?,,,,,2 R <Sammelcouvert>,(2007)-(2007)
EFES_325,Festival suisse de mime,,,x,FES VOK,Saint-Imier,,Saint-Imier,BE,CH,x,,x,,na,1995-,,,,,2 R <Sammelcouvert>,(1991)-(1991)
EFES_326,St. Prex Festival,Festival de St. Prex,,x,FES,Saint-Prex,,St. Prex,VD,CH,,,x,,na,?,,Luna Classics,,,7 R <Sammelcouvert>,(2007)-(2013)
EFES_327,Dis da cultura da Samedan,,,?,FES,Samedan,,Samedan,GR,CH,www.drauff.ch/disdacultura/,,x,,a,?,,,,,2 R <Sammelcouvert>,(2014)-
EFES_328,Festival Theater Total,Festival Theater Total,Theaterfestival,?,FES,Sargans,,Sargans: Theaterfestival; Theater Total,SG,CH,x,,x,,a,?,,,,,1 R <Sammelcouvert>,(2015)-
EFES_329,Internationales Bach-Fest,,,?,FES,Schaffhausen,,Schaffhausen,SH,CH,www.bachfest.ch,,x,,a,1946-,,,,,1 C,"1946, 1973, 1988, 2006"
EFES_330,English Theatre Festival Schaffhausen,,,Stadttheater Schaffhausen?,FES,Schaffhausen,,Schaffhausen: Stadttheater Schaffhausen (Verweis: Schaffhausen: Schauwerk),SH,CH,www.stadttheater-sh.ch,,x,,a,?,,,,,x,x
