ID_NR_Corporate_Body,Name_Corporate_Body,Name_Corporate_Body_Alias,Attribute_Byline_Description,Kuenstler,Ort,Geodaten,Ablageort_STS,Kanton,Land,Webadresse,Adresse,Verband,Rep,Status,Eckdaten_nicht_STS,fruehere_Namen,spaetere_Namen,Dokumente_VP_V,Dokumente_VP_G,Dokumente_PA_V,Dokumente_PA_G
AC_20331,Berner Taschenoper,,,"Henking, Christian u.a.",Bern,,Bern,BE,CH,x,,x,,na,1988-,,,,,1 C,(1989)-
AC_20332,Berner Troubadours,,,"Krebs, Ruedi ; Matter, Mani ; Stickelberger, Jacob ; Stirnemann, Bernhard ; Traber, Markus ; Widmer, Fritz",Bern,,Bern,BE,CH,x,,x,,na,1964-?,,,,,1 C,(1967)-?
AC_20333,Bernexpo Musical Theater <event>,"Bern-Expo Musical Theater; Musical ""Alperose""",BEA Festhalle 310,x,Bern,,Bern,BE,CH,x,,x,,na,2011-2012,,,,,1 C,2011-2012
AC_20334,bestOff,,,"Gfeller, Simone ; Bossard, Claudia ; Widmer, Dominik ; Imoberdorf, Michael",Bern,,Bern <siehe auch unter: Berner StudentInnentheater>,BE,CH,x,,x,,a,?,,,,,1 C,2016-
AC_20335,BewegGrund,Cie BewegGrund,,"Schneider, Susanne u.a.",Bern,,Bern,BE,CH,www.beweggrund.org,,x,,a,1998-,,,,,1 C,(2004)-
AC_20336,Bilingua,,,"Herold, Rico",Bern,,Bern,BE,CH,x,,x,,na,1988-1989,,,,,1 C,1988-1989
AC_20337,Bite Bullet Dance,,,"Wälti, Michael ; u.a.",Bern,,Bern,BE,CH,bitebulletdance.com,,x,,a,2013-,,,,,x,x
AC_20338,Blechtheater Bern,,,"Albisetti, Anna ; Blaser, Claudia ; Blaser, Tina ; Frauchiger, Ursula ; Gerber, Stephan ; Gorgé, Christoph ; Krneta, Guy ; Wenk, Stefano",Ben,,Bern,BE,CH,x,,x,,na,1989-?,,,,,1 C,1989-1990
AC_20339,Bliss,,A-Cappella,"Hiesch, Christian ; Arn, Matthias ; Arn, Nicholas ; Tolfo, Claudio ; Hobi, Lukas ; Baumann, Tom ; Schöb, Christian",Bern,,Bern,BE,CH,www.bliss.ch,,x,,a,1999-,,,,,1 C,(2007)-
AC_20340,Bouquet des Arts ,,,"Burkard, Reto",Bern,,Bern,BE,CH,www.kathrin-oplatka.ch/bouquet-des-arts,,x,,a,,,,,,2 R <Sammelcouvert>,"(2001), (2004)"
AC_20341,Bröszk ,,,"Fankhauser, Matthias ; Nauer, Philipp ; Jecklin, Peter",Bern ; Zürich ?,,Bern,BE,CH,x,,x,,a,1993-,,,,,1 C,"(1995), 2000"
AC_20342,Cabaret Zahnstocher,,,"Messerli, Barbara ; Badertscher, Jürg ; Lüscher, Christoph ; Suter, Werner",Bern,,Kabarett: Bern,,CH,x,,x,,na,?,,,,,1 C,(1970-1983)
AC_20343,Camerata Bern,,,x,Bern,,Bern,BE,CH,www.cameratabern.ch,,x,,a,1962-,,,,,1 C,"2005, 2013"
AC_20344,Carole Meier & Dcompagnie,,,"Meier, Carole ; Jenni, Arne ; Hausherr, Sabine ; Imperatori, Manuela",Bern,,"Meier, Carole",BE,CH,x,,x,,na,?,,,,,,
AC_20345,Cervelle & Gloria,,,"Pergoletti, Grazia ; Wünsch, Renate",Bern ?,,Bern: Schlachthaus,BE,CH,x,,x,,na,?,,,,,x,x
AC_20346,Cheap and Junk,,,"Truffer, Alex u.a.",Bern,,Bern,BE,CH,x,,x,,na,?,,,,,x,x
AC_20347,chores,,Chor & Musikprojekt Erich Stoll,"Stoll, Erich",Fraubrunnen,,Bern,BE,CH,www.chores.ch,,x,,a,?,,,,,x,x
AC_20348,Cie Encore 1x,,,"Voyat, Nicole u.a.",Bern,,"Bern und auch unter: Voyat, Nicole",BE,CH,x,,x,,a,?,,,,,1 C,"2004, 2007"
AC_20349,Commedia Bern,,,"Nyffeler, Jost ; Jonser, Michaela ; Luginbühl, Peter",Bern,,Bern,BE,CH,x,,x,,a,1983-,,,,,1 C,(1984)-
AC_20350,Company Perron 2,,,"Chanlen, Ahtiv ; Rytz, Manuel",Bern,,Bern,BE,CH,www.company-perron2.ch,,KTV,,a,2004-,,,,,1 C,2006-
AC_20351,das automat,,,"Hucko, MIko ; Busin, Pirkko ; Schiemann, Thibault ; Beck, Annina ; Ilg, Sandro",Bern,,Bern,BE,CH,x,,x,,a,?,,,,,x,x
AC_20352,Das Schaubüro,,,"Haenni, Julia ; Reifler, Thea ; Küchler, Micha",Bern,,Bern,BE,CH,www.das-schaubuero.ch,,x,,a,2010-,,,,,1 C,2012-
AC_20353,Das Ventil,Das.Ventil,,"Iten, Kathrin",Bern?,,Bern,BE,CH,www.dasventil.ch,,x,,a,2014-,,,,,x,x
AC_20354,Delgado Fuchs,,Tanzduo,"Fuchs, Nadine ; Delgado, Marco",Paris <früher: Bern; Lausanne,,Bern: Compagnie DeFu,BE,CH,www.delgadofuchs.com,,x,,a,2001-,Compagnie DeFu (Cie Defu),,,,1 C,"(2002)-2010, 2016-"
AC_20355,deRothfils,,Tanztheater Kollektiv,"Stadler, Nina ; Fröhlich, Annalena",Bern,,Bern,BE,CH,x,,x,,a,2010-,,,,,1 C,(2012)-
AC_20356,Destiny's Children,,,"Machaz, Anna ; Kandathil, Mira",Bern,,Bern,BE,CH,x,,x,,a,?,,,,,1 C,(2014)-
AC_20357,die düsende dora,,Strassenspektakel,"Ganz, Lea ; Egli, Noah ; Gubler, Lena ; Rietmann, Nico ; Striegel, Dave ; Grawir, Newa ",Bern,,Bern,BE,CH,x,,x,,a,2014?-,,,,,2 R <Sammelcouvert>,(2014)-(2014)
AC_20358,Die Freitagsakademie,,Barockensemble,x,Bern,,Bern: Die Freitagsakademie,BE,CH,www.freitagsakademie.com,,x,,a,1993-,,,,,1 C,"2003, 2013-"
AC_20359,Die Hellen Barden,,,?,Bern,,Bern: Die Hellen Barden,BE,CH,x,,x,,na,1998-2007,,,,,1 C,(2003)-(2006)
AC_20360,Die Rampe,,,"Stirnemann, Bernhard",Bern,,Bern: Galerietheater die Rampe,BE,CH,x,,x,,na,1958-1982,,,,,x,x
AC_20361,Die Schwarzfahrer,,,"Röthlisberger, Urs ; Büschi, Markus",Bern,,Kabarett: Bern: Die Schwarzfahrer,BE,CH,x,,x,,na,?,,,,,1 C,(1997)-(2000)
AC_20362,Dizzy Feet Company,,,?,Bern,,Bern,BE,CH,x,,x,,na,?,,,,,1 C,1996
AC_20363,Duo Fischbach,,,"Freiburghaus, Peter ; Limacher, Antonia",Küssnacht a/R ; Escholzmatt ?,,Bern <siehe auch unter Küssnacht: Theater Duo Fischbach>,BE,CH,www.duofischbach.ch,,x,,a,1990-,,,,,2 C,1990-
AC_20364,Duo Immerblau,,,"Egli, Felix ; Zingg, Christian",Bern,,Kabarett: Bern,BE,CH,www.immerblau.ch,,x,,a,1985-,,,,,1 C,(1989)-
AC_20365,E 621,Theater E 621; Theater E621; Theater e621,,"Schenk, Caroline ; Vittinghoff, Dirk",Bern,,Bern,BE,CH,x,,x,,na,?,,,,,1 C,(2003)-(2004)
AC_20366,Effdrei,Theater Effdrei,,"Heiniger, Sibylle ; Dietschi, Daniel",Bern,,Bern,BE,CH,x,,x,,a,(noch existent?),,,,,1 C,(1998)-
AC_20367,Emotion,,Hip-Hop-Tanzgruppe,"Koch, Maude ; Reigel, Wassilis u.a.",Bern,,Bern,BE,CH,www.emotiondance.ch,,x,,na,2005 <Erste Produktion>-?,,,,,1 R <Sammelcouvert>,(2005)-(2005)
AC_20368,entre chien et loup ,,,"Gysling, Fabian ; Furrer, Manuel",Bern,,Bern,BE,CH,x,,x,,a,(noch existent?),,,,,x,x
AC_20369,"Ensemble 501,7",,,"Trieb, Julian ; Weber, Käthi",Bern,,Bern,BE,CH,x,,x,,na,?,,,,,1 R <Sammelcouvert>,(1985)-(1985)
AC_20370,Ensemble Neue Horizonte,,,x,Bern,,"Bern (siehe auch unter Bern: Studio am Montag, STOP.P.T.)",BE,CH,x,,x,,na,1968-,,,,,1 C,"1972, 1978, 1989, 1999"
AC_20371,Ensemble Prisma,,,x,Bern,,"Bern (siehe auch unter Lützelflüh: Kulturmühle, siehe auch unter: Hönig, Matis)",BE,CH,x,,x,,a,(noch existent?),,,,,1 C,(1988)-
AC_20372,Fabelfabrik,,,"Wegenast, Bettina",Bern,,Bern,BE,CH,http://fabelfabrik.ch,,x,,a,?,,,,,x,x
AC_20373,Fairy-Tale-Gang,,,"Timmermahn ; Gerster, Trudi ; Hofer, Polo",Bern ?,,Timmermahn,,CH,x,,x,,na,?,,,,,x,x
AC_20374,0,,Theatergruppe,"Gassner, Barbara ; Heberle, Wolfram ; Klassen, Norbert",Bern,,Bern,BE,CH,x,,x,,na,2003 (Erste Produktion)-?,,,,,2 R <Sammelcouvert>,(2003)-(2003)
AC_20375,Famurgan,Theater Famurgan,Pantomimengruppe,"Marti, Els ; Brönnimann, Thomas ; Schären, Doris ; Fischer, Robert ; Grütter, Franz ; Schneider, Daniel ; Matter, Peter",Bern,,Bern,BE,CH,x,,x,,na,?,,,,,1 C,"1980, 1982, 1984, 1986"
AC_20376,Fata Morgana-Team,Mystery-Weekends,Krimi-Theate,"Wälti, Babu ; Huber, Erwin ; Bieler, Christoph ; Abplanalp, Pia ; Hostettler, Urs",Bern,,Bern <siehe auch Interlaken und Sumiswald>,BE,CH,www.fatamorgana.ch/mystery,,x,,a,1993-,,,,,1 C  (Bern) und 5 R <Sammelcouvert> (Interlaken) und 2 R (<Sammelcouvert> (Sumiswald),(2000)- (Bern) und (2001)- (Interlaken) und 2004 (Sumiswald)
AC_20377,Faust Gottes,,Theaterkollektiv,"Boss, Barbara ; Bühler, Christof ; Achermann, Moritz ; Winter, Annja ; Berger, Mirjam",Bern,,Bern,BE,CH,www.faustgottes.ch,,x,,a,2013-,,,,,1 R <Sammelcouvert>,(2015)-(2015)
AC_20378,Fitzgerald & Rimini,,,"von Graffenried, Ariane ; Aeberhard, Robert",Bern,,Bern,BE,CH,www.fitzgeraldrimini.ch,,x,,a,2005-,,,,,x,x
AC_20379,Flamenco por pasión,,,"Hess, Karin ; López, Alicia",Bern,,Bern,BE,CH,x,,x,,na,?,,,,,1 C,"1997, 1998"
AC_20380,"Flamencotanz ""la Ursula""",,,la Ursula,Bern,,Bern,BE,CH,www.flamencotanz-la-ursula.ch,,KTV,,a,?,,,,,x,x
AC_20381,Flöigefänger,,,"von Graffenried, Harry ; Ryser, Klaus ; Meyer, Ruth ; Schenk, Ernst",Bern,,Bern,BE,CH,x,,x,,na,1944-1948,,Bärner Rohrspatze,,,x,x
AC_20382,Flügzüg,The Flüg-Züg,Jongleur-Duo,"Criblez, Claude ; Leuenberger, Thomas",Bern,,Bern,BE,CH,www.fluegzueg.ch,,x,,a,?,,,,,1 C,"1990, 1993, 1997, 1999-"
AC_20383,Firlefanz,,,"Soltermann, Peter ; Glatz, Peter",Bern,,Kabarett: Bern (auch ZSV),BE,CH,x,,x,,na,?,,,,,1 C,(1987)-(2002)
AC_20384,Fool's Proof Theatre,,,"Gysling, Fabian ; Pearson, Mary ; Jürgensen, Britt",Bern,,Bern,BE,CH,x,,x,,a,?,,,,,1 C,2006
AC_20385,Forever Productions,,,"Mager, Johannes ; Agaj, Albana ; Kaindl, Gunther ; Baranowski, Robert ; Jarrar, Nadim ; Giudicelli, Emilia ; Goumoens, Annette von ; Könz, Maurice ; Gurtner, Lorenz ; Stäubli, Ursula",Bern,,Bern,BE,CH,www.foreverproductions.ch,,x,,a,2013?-,,,,,x,x
AC_20386,Freie Bühne Bern,,,"Greull, Christine ; Greull, German",Bern,,Bern,BE,CH,www.freiebuehnebern.ch,,x,,a,?,,,,,1 C,"1986, 1987"
AC_20387,Freilichtspiele Münsterplatz,,Verein Projekt 2015,x,Bern,,Bern (historische Aufführungen siehe Bern: Verein Berner Festspiele),BE,CH,x,,x,,a/na,2014-,,,,,1 C,2014-
AC_20388,Freie Truppe Bern,,,?,Uettligen,,"Bern (siehe auch für ""Sportstück"", 2000 Bern: Stadttheater)",BE,CH,x,,x,,a,(noch existent?),,,,,1 C,"1993, 1994, 1995, 1997, 2002"
AC_20389,Frühstück auf der Szene,FRADS,,"Portmann, Alexandra ; Messmer, Anna ; Bühler (Flachs Nóbrega-Bühler), Lucia ; Huber, Ruth ; ruocco, Daniela ; Muff, Raphael",Bern,,Bern,BE,CH,www.frads.ch,,x,,a,2010-,,,,,1 C,2010-
AC_20390,Frühstück-Theater,Frühstücktheater; Frühstückstheater,,?,Bern,,Bern,BE,CH,x,,x,,na,?,,,,,1 C,"1978, 1979, 1981, 1985"
AC_20391,Frustpuppies ohne Steuermann,,Variété,"Jenni, Elisabeth ; Stäubli, Anna ; Stäubli, Ursula",Bern,,Bern,BE,CH,x,,x,,na,?,,,,,1 C,"1991, 1992"
AC_20392,Fünfnachbusch,Theater fünfnachbusch,,"Bühler, Beatrix ; Wünsch, Renate ; Staub, Roger ; Schneeberli, Salome ; Hostettler, Simon",Bern,,Bern (siehe auch unter Bern: Schlachthaus),BE,CH,x,,x,,a,2003-,,,,,1 C,(2006)-
AC_20393,Gans & Gloria,,Chanson-Duo,"Schwegler, Ruth ; Hasler, Esther",Bern,,Bern,BE,CH,x,,x,,a,?,,,,,1 C,(2002)-
AC_20394,Gap & Co ,GAP!!!Productions,,"Stoia, Alexander u.a.",Bern,,Bern,BE,CH,x,,x,,a,2001-,,,,,x,x
AC_20395,Geholten Stühle,,,"Lutz, Andreas ; Meister, Gerhard",Bern ; Zürich ?,,Kabarett: Bern,BE,CH,x,,x,,na,?,,,,,1 C,(1998)-(2003)
AC_20396,Geschwister Pfister,,,"Marti, Christoph ; Bonn, Tobias ; Gertsch, Max ; Naef, Lilian ; Schneider, Andreja",Berlin <früher: Bern>,,Bern,BE/D,CH,www.geschwister-pfister.de,,x,,a,1991-,,,,,2 C,(1991)-
AC_20397,Hankerum,,,"Hasler, Melvin Tarzisius Orlando ; Jàvor, Laura ; Picozzi, Lukas ; Leutenegger, Ursina ; Bertone, Alessandro ; Cardillo, Veronica",Bern,,Bern,BE,CH,www.hankerum.ch,,x,,a,?,,,,,1 R <Sammelcouvert>,(2013)-(2013)
AC_20398,Happy End Company,,,"Fröhlich, Annalena ; Welenc, Anne ; Machaz, Annina ; Steffen, No ; Wagenschütz, Michael",Bern ; Berlin,,Bern,BE,CH,x,,x,,a,2015-,,,,,1 C,2015-
AC_20399,Hawoi Wandertheater,,,"Eggel, Irmgard ; Kühnis, Urban ; Heusser, Kurt ; Näf, Angelo",Bern,,Bern,BE,CH,x,,x,,na,?,,,,,1 C,(1985)-(1991)
AC_20400,Heidi-Bühne,,Tourneetheater ; Kinder- und Märchenbühne,"Berger, Josef u.a.",Bern,,Bern,BE,CH,x,,x,,na,1936-1968?,,,,,1 S,1936-(1968)
AC_20401,hermesdance (inkl. Bühnentiger),,,"Hermes, Karin",Bern,,"Bern (siehe auch unter: Hermes, Karin)",BE,CH,www.hermesdance.com,,x,,a,2007-,,,,,1 C,"2008, 2015"
AC_20402,Hohe Stirnen,,Duo,"Lenz, Pedro ; Neuhaus, Patrik",Bern ; Zürich,,"Lenz, Pedro",BE,CH,www.hohestirnen.ch,,KTV,,a,2001-,,,,,x,x
AC_20403,Hörspiel,,Puppen- und Schauspiel,"Leon Beraud, Frida ; Schläfli, Astride ; Hofmann, Sinje ; Bühler, Trix ; Wegenast, Bettina",Bern,,Bern,BE,CH,x,,x,,a,?,,,,,x,x
AC_20404,I Salonisti,,,"Hasler, Lorenz ; Szedlak, Ferenc ; Szedlak, Béla ; Füri, Thomas ; Plawner, Piotr ; Thomet, André ; Vila, Gerardo",Bern,,Bern: I Salonisti,BE,CH,www.salonisti.ch,,x,,a,1981-,,,,,1 C,"1994, 2005, 2015"
AC_20405,In Transit Theatre,,,"Schenk, Caroline ; O'Brien, Juliet",Bern,,Bern,BE,CH,x,,x,,a,1993- (noch existent?),,,,,1 C,(1997)-
AC_20406,inFlux,in-Flu; inFlux Tanzcompagnie; inFlux dance company,,"Baumgartner, Ruth-Lucia ; Seiler, Sabina",Bern,,Bern,BE,CH,www.influxdance.com,,x,,a,1999-,,,,,1 C,(2000)-
AC_20407,Instantes Drama,,,"Hucko, Miko ; Schiemann, Thibault ; Nejedly, Michael +Delgado, Zois u.a.",Bern,,Bern,BE,CH,x,,x,,a,2009-,,,,,1 C,(2012)-
AC_20408,Jazz-Dilettunten,,,"Arnaud, Alain ; Schlaepfer, Hans Ueli ; Schnider, Franz",Bern,,Bern,BE,CH,x,,x,,na,?,,,,,1 C,(1991)-(1992)
AC_20409,Kalauz/Schick,Laura Kalauz & Martin Schick; Kalauz und Schick,,"Kalauz, Laura ; Schick, Martin",Zürich ; Berlin <früher: Bern>,,"Schick, Martin",BE,CH,www.kalauzschick.com,,x,,a,2009-,,,,,,
AC_20410,KiKo,Kinderkonzerte Bern,Musiktheater für Kinder,?,Bern,,Bern,BE,CH,x,,x,,na,?,,,,,1 C,"(1981)-(1991), (2003)"
AC_20411,Kleine Operettenbühne Bern,,,"Kerd, Erika ; Bock, Alfred ; Eichenberger, Uli ; Breuhan, Margit ; Cibolini, Renato ; Beutter, Walther",Bern,,Bern,BE,CH,x,,x,,na,?,,,,,1 C,1960
AC_20412,Kollektiv F.,,Tanz,"Heinimann, Anna ; Engel, Luzius ; Oberholzer, Mark ; Moffa, Irene ; Engel, Nina ; Brönnimann, Maja ; Rüfenacht, Emanuel ; Caers, Gregory ; Clausen, Laura ; Pfyffer, Barbara",Bern,,Bern,BE,CH,www.kollektiv-f.ch,,x,,a,2012-,Fanta5-Kollektiv,,,,1 C,"(2013), 2016-"
AC_20413,Kollektiv Frei_Raum inklusive Kultur,,,"Bucher, Rahel ; Hergarten, Hannes ; Hergarten, Anias ; Kreiselmaier, Felicia",Bern,,Bern,BE,CH,www.freiraumkultur.ch,,x,,a,2011-,,,,,1 C,(2013)-
AC_20414,Konfliktüre ,,Forumtheater,"Schwyngruber, Sonja ; Sperger, Marlen ; Lanz, Crhistoph ; Jaeggi, Barbara ; Zbinden, Erich ; Klemann, Ann ; Brügger, Rolf ; Progin, Claudia ; Michel, Beat ; Friedli, Regula",Bern,,Bern,BE,CH,www.konfliktuere.ch,,x,,a,?,,,,,1 C,(2001)-
AC_20415,Konsortium & Konsorten,,,"Klüppel, Wolfgang u.a.",Bern,,Bern,BE,CH,www.konsortium-konsorten.org,,x,,a,?,,,,,1 C,(2007)-
AC_20416,Kopp/Nauer/Praxmarer/Vittinghoff,knpv,,"Kopp, Armin ; Nauer, Philippe ; Praxmarer, Priska ; Vittinghoff, Dirk",Bern,,"Bern: Kopp, Nauer, Vittinghoff",BE,CH,www.knpv.ch,,x,,a,2006-,"Kopp, Nauer, Vittinghoff",,,,1 C,(2011)-
AC_20417,Krakepuku,,professionelles Mitspieltheater für Kinder,"Lehner Bundi, Orsolina ; Häusermann, Urs ; Nickel, Wolfgang",Bern,,Bern,BE,CH,x,,x,,na,?,,,,,1 C,"1996, 1999"
AC_20418,Kultursympathisanten,,,"Adam, Renate ; Vogelsanger, Maja ; Reber, Marcel ; Landolf, Walo ; Thomet, Paul",Bern,,Kabarett: Bern,BE,CH,x,,x,,na,?,,,,,1 C,(1981)-(1995)
AC_20419,Kurtli ,,Trashrevue,"Heiniger, Sibylle ; Vittinghoff, Dirk u.a.",Bern,,Bern,BE,CH,x,,x,,a,?,,,,,x,x
AC_20420,Latinlover,,,"Ruocco, Daniela ; Polymeris, Aldir",Bern?,,Bern,BE,CH,www.latinlover.ch,,?,,a,?,,,,,x,x
AC_20421,LDCollective,,Tanz,"Marsalo's, Juha ; Kappenberger, Flurin ; Cadet, Nathalie ; Heinecke, Laura ; Lynes, Alyssa ; Neuber, Anna ; Monten, Joshua ; Kieffer, Lea ; Kaufmann, Oleg",Bern,,Bern,BE,CH,www.ldcollective.org,,x,,a,?,,,,,x,x
AC_20422,L.E.S. Les Enfants Sauvages,,Jazz-Dance-Company,"Voyat, Nicol u.a.",Bern,,Bern: L.E.S. Les Enfants Sauvages,BE,CH,x,,x,,na,1985-?,,,,,1 C,(1992)-(2011)
AC_20423,Les Etoiles,,,"Guderian, Ragna u.a.",Bern,,Bern,BE,CH,www.lesetoilesbern.ch,,x,,a,2009-,,,,,1 C,2009-
AC_20424,Les Trois Suisses,,,"Dussex, Pascal ; Burri, Resli ; Baumeister, Thomas",Bern,,Bern: Les Trois Suisses,BE,CH,www.lestroissuisses.ch,,KTV,,a,1993-,,,,,1 C,(2001)-
AC_20425,Les Trouvères,,,?,Bern,,Bern: Les Trouvères,BE,CH,x,,x,,na,1969-?,,,,,1 C,(1969)-(1975)
AC_20426,Liederweib,,,"Walther, Dorothea",Bern,,Bern,BE,CH,www.liederweib.ch,,KTV,,a,1980-,,,,,x,x
AC_20427,Lil'Violet,,Tanz,"Brandenberger, Rena u.a.",Bern,,Bern (siehe auch Bern: Rosengarten),BE,CH,x,,x,,a,?,,,,,1 C,(2016)-
AC_20428,Linaz,,Clown,"Anz, Lienhard",Bern,,"Lienhard, Anz",BE,CH,www.linaz.ch,,x,,a,1987-,,,,,,
AC_20429,Ludus-Ensemble,,,"Darbellay, Jean-Luc u.a.",Bern,,Bern,BE,CH,x,,x,,a,?,,,,,1 C,1990
AC_20430,lurelure,,Tanz,"Allon, Marion",Bern,,Bern,BE,CH,www.lurelure.ch,,x,,a,?,,,,,x,x
AC_20431,lux & ludus,Lux und Ludus,,"Bühler, Lucia ; Nyfeler, Gisela",Bern,,Bern,BE,CH,,,x,,a,,,,,,1 C,2015-
AC_20432,Lynx ,,,"Schnyder, Monique",Bern,,Bern,BE,CH,x,,x,,a,1994-2002?,,,,,1 C,1994-(2002)
AC_20433,Mad Theater,,Kollektiv freischaffender Theatermacher Bern,"Kopf, Peter ; Hofmann, Gögi ; Spaeth, Simone u.a.",Bern,,Bern,BE,CH,x,,x,,na,1981-1996,,,,,2 C,(1982)-(1993)
AC_20434,magic garden,,Theatergruppe ; Theaterkollektiv,"Haug, Anne ; Maier, Corinne ; Müller Tina",Liebefeld ; Berlin ; Basel,,Bern,BE,CH,www.magicgardening.net,,x,,a,?,,,,,1 C,(2014)-
AC_20435,Majacc,Compagnie Majacc,,"Binggeli Bernard, Roger ; Weingart Sara B. ; Kopp, Armin",Bern,,Bern,BE,CH,www.majacc.com,,x,,a,2005-,,,,,2 R <Sammelcouvert>,"(2010), (2011)"
AC_20436,Mammagena,,,?,Bern,,Bern,BE,CH,x,,x,,na,?,,,,,1 C,2009
AC_20437,Manaka Empowerment Prod.,,,"Cele, Ntando u.a.",Bern,,Bern,BE,CH,x,,x,,a,?,,,,,x,x
AC_20438,Marcel Leemann Physical Dance Theater,,,"Leemann, Marcel",Bern,,"Leemann, Marcel",BE,CH,www.marcelleemann.ch,,x,,a,2003-,,,,,,
AC_20439,mes:arts,,Theaterspaziergänge ; Stadtrundgänge,"Zurbrügg, Matthias ; Ahlhorn, Christine",Utzigen,,Bern (siehe auch Bern: StattLand),BE,CH,www.mesarts.ch/theater.html,,x,,a,2006-,,,,,1 C,2006-
AC_20440,Mime Bern,Berner Pantomimen Ensemble,,"Böttger, Ernst Georg ; Schürch, Bernie +Wyssbrod, Peter ; Rolli, Bernard Louis",Bern,,Bern,BE,CH,x,,x,r,na,1967-1999?,,,,,1 C,"1970, 1972-1976, 1983-?"
AC_20441,Mocambo,,,?,Bern,,Variété/Revue: Bern,BE,CH,x,,x,,na,?,,,,,1 C,(1972)-(2001)
AC_20442,Move on,,Tanztheatergruppe,"Benedictus, Sjoukje u.a.",Bern,,Bern,BE,CH,x,,x,,na,?,,,,,1 C,(1985)-(1988)
AC_20443,Musique Simili ,,,"Loddo, Line ; Du Pasquier, Juliette ; Hänsenberger, Marc",Erlach,,Bern,BE,CH,www.simili.ch,,x,,a,?,,,,,1 C,"(2001), 2002, (2009)"
AC_20444,Mydriasis,,,"Bremgartner, Mathias ; Nadolska, Magdalena ; Flores, Patrícia ; Böckli, Johanna ; Hasenfuss, Michael ; Glatthard, Michael ; Spahr, Michael ; Küng, Beni ; Finkam, Tonio ; Schmocker, Lea ; Grawit, Newa ; Campell, Anna Serarda ; Krone, Krishan ; Mathis, Markus ; Rassouli, Sara ; Gerber, Frank",Bern,,Bern,BE,CH,www.mydriasis.ch,,x,,a,2010-,,,,,1 C,(2011)-
AC_20445,Narrenpack Theater,Narren-Pack,,"Bettschen, Piero ; Brechbühl, Jeannine ; Vorburger, Corinne",Bern,,Bern,BE,CH,www.narrenpack.ch,,KTV,,a,1983-,Statt-Theater,,,,1 C,1983-
AC_20446,Nase,Interkantonale Clowngruppe Nase,,"Stofer, Robert ; Dietrich, Eveline ; O’Connor, Mona ; Sorgen, Kuno ; Laube, Thomas",Bern,,Fribourg/Freiburg,BE,CH,www.bermuda.ch/reitschule/nase,,x,,a,,,,,,2 R <Sammelcouvert>,"(1998), (2002)"
AC_20447,Neunvonsieben,,Werkstatt,"Gundacker, Ruth ; Rub, Markus ; Strub, Rolf ; Furrer, Manuel ; Paniz, Marco ; Rieben, Susann ; Dietsche, Selin u.a.",Köniz,,Bern,BE,CH,x,,x,,na,1992-2002,,,,,1 C,(1996)-(1999)
AC_20448,Nick Perrin Flamenco Jazz Quartett,,,"Perrin, Nick ; Stucki, Julia ; Rohrbach, Marco ; Christen, Adrian ; Stucki, Therese",Bern,,Bern,BE,CH,www.nickperrin.ch/,,x,,a,?,,,,,x,x
AC_20449,Nivo dancecompany,,,"Voyat, Nicole",Bern,,"Voyat, Nicole <siehe auch: Tanz Atelier Nivo>",BE,CH,www.nivodance.ch,,x,,a,1985- (noch existent?),,,,,,
AC_20450,nota bene,,,"Siegenthaler, Davina ; Schwab, Simon ; Casanova, Martin",Bern,,Bern,BE,CH,www.theaternotabene.ch,,x,,a,2004-,,,,,x,x
AC_20451,öff öff Productions,,Tanztheater,"Keller, Thomas ; Aemisegger, Heidi",Bern,,Bern,BE,CH,www.oeffoeff.ch,,x,,a,1994-,,,,,1 C,(1995)-
AC_20452,OMU-Theater,"Operette-, Musical und Unterhaltung",,"Widmann, Christine von ; Nold, Brigitta ; Stäubli, Anna ; Kläger, Jürg ; Duppenthaler, Roland ; Steiner, Anne ; Steffen, Liselotte ; Matter, Therese",Bern,,Bern,BE,CH,x,,x,,na,?,,,,,1 C,"(1987), (1989)"
AC_20453,Osmose Theater,Osmose-Theater,,"Caceres, Kuska ; Dittli, Silvia ; Friedli, Karin B. ; Maiwald, Daniela",Bern,,Bern,BE,CH,x,,x,,a,?,,,,,x,x
AC_20454,Panoptikum Pazzo,Panpaz; Pan Paz,,"Andreani, Luciano ; Praxmarer, Priska",Bern,,Bern,BE,CH,x,,x,,na,1976-?,,,,,1 C,(1979)-(2006)
AC_20455,Pantarhei,,,"Kopp, Armin ; Pregartner, Ferdinand",Bern,,Bern,BE,CH,x,,x,,a,1996- (noch existent?),,,,,1 C,"1996, 1997, 2002"
AC_20456,P@tchwork ,,,?,Bern,,Bern,BE,CH,x,,x,,a,(noch existent?),,,,,x,x
AC_20457,PENG! Palast,,,"Schwabenland, Dennis ; Spinnler, Benjamin",Bern,,Bern,BE,CH,www.pengpalast.ch,,x,,a,2008-,,,,,1 C,(2009)-
AC_20458,PhilippPhilipp ,,,?,Bern,,Bern,BE,CH,x,,x,,a,(noch existent?),,,,,x,x
AC_20459,Pink Mama Theatre,,,"Bendrat, Slawek ; Krawiecki, Dominik ; Reimold, Simon ; Guerrini, Giuliano ; Wieczorek, Marek ; Rohrer, Angelika",Bern,,Bern,BE,CH,www.pinkmamatheatre.com,,x,,a,2011-,,,,,1 C,(2012-)
